year,parameter,fold,log_length_scale,length_scale,upper_bound,hit_threshold,hit_upper_bound,total_hits,retained
2016,CHP_NonRetrofitted_Min_Power_300-660,4,2.066058803809494,7.893651302636049,54.598150033144236,49.40244910553017,false,0,true
2016,CHP_NonRetrofitted_Time_300-660,4,3.8547871683701516,47.21856626734422,54.598150033144236,49.40244910553017,false,4,false
2016,CHP_NonRetrofitted_Min_Power_0-300,4,2.059822499601575,7.844577271142871,54.598150033144236,49.40244910553017,false,0,true
2016,CHP_NonRetrofitted_Time_0-300,4,3.9999999999999125,54.59815003313946,54.598150033144236,49.40244910553017,true,5,false
2016,MLT_Band,4,1.3087553286702966,3.701563613671616,54.598150033144236,49.40244910553017,false,0,true
2016,Coal_Retrofitted_Min_Power_660-1000,5,3.9999999999281246,54.59815002921997,54.598150033144236,49.40244910553017,true,5,false
2016,Coal_Retrofitted_Time_660-1000,5,3.9999999999176095,54.59815002864587,54.598150033144236,49.40244910553017,true,5,false
2016,Coal_Retrofitted_Min_Power_300-660,5,3.999999999934381,54.59815002956156,54.598150033144236,49.40244910553017,true,5,false
2016,Coal_Retrofitted_Time_300-660,5,3.999999999905848,54.59815002800372,54.598150033144236,49.40244910553017,true,5,false
2016,Coal_Retrofitted_Min_Power_0-300,5,3.999999999915634,54.59815002853802,54.598150033144236,49.40244910553017,true,5,false
2016,Coal_Retrofitted_Time_0-300,5,3.999999999877905,54.59815002647809,54.598150033144236,49.40244910553017,true,5,false
2016,CHP_NonRetrofitted_Min_Power_660-1000,5,3.999999999910357,54.5981500282499,54.598150033144236,49.40244910553017,true,5,false
2016,CHP_NonRetrofitted_Time_660-1000,5,3.9999999998990305,54.59815002763149,54.598150033144236,49.40244910553017,true,5,false
2016,CHP_NonRetrofitted_Min_Power_300-660,5,2.0624907354690962,7.865536403102253,54.598150033144236,49.40244910553017,false,0,true
2016,CHP_NonRetrofitted_Time_300-660,5,3.999999999934096,54.59815002954599,54.598150033144236,49.40244910553017,true,4,false
2016,CHP_NonRetrofitted_Min_Power_0-300,5,2.1683761755808177,8.744073665944645,54.598150033144236,49.40244910553017,false,0,true
2016,CHP_NonRetrofitted_Time_0-300,5,3.9999999999163904,54.59815002857931,54.598150033144236,49.40244910553017,true,5,false
2016,MLT_Band,5,1.2252026348379907,3.404855955327243,54.598150033144236,49.40244910553017,false,0,true
2021,Coal_Retrofitted_Min_Power_660-1000,1,3.999999999999866,54.59815003313692,54.598150033144236,49.40244910553017,true,4,false
2021,Coal_Retrofitted_Time_660-1000,1,3.999999999999858,54.59815003313648,54.598150033144236,49.40244910553017,true,5,false
2021,Coal_Retrofitted_Min_Power_300-660,1,2.5238465664840533,12.47649615217084,54.598150033144236,49.40244910553017,false,0,true
2021,Coal_Retrofitted_Time_300-660,1,3.999999999999875,54.59815003313743,54.598150033144236,49.40244910553017,true,5,false
2021,Coal_Retrofitted_Min_Power_0-300,1,2.7343974531831887,15.400461140863634,54.598150033144236,49.40244910553017,false,3,true
2021,Coal_Retrofitted_Time_0-300,1,3.9999999999997358,54.59815003312981,54.598150033144236,49.40244910553017,true,2,true
2021,CHP_NonRetrofitted_Min_Power_660-1000,1,3.9999999999998868,54.598150033138054,54.598150033144236,49.40244910553017,true,5,false
2021,CHP_NonRetrofitted_Time_660-1000,1,3.999999999999822,54.598150033134516,54.598150033144236,49.40244910553017,true,5,false
2021,CHP_NonRetrofitted_Min_Power_300-660,1,2.02938328985081,7.609392122086193,54.598150033144236,49.40244910553017,false,0,true
2021,CHP_NonRetrofitted_Time_300-660,1,3.9999999999998903,54.59815003313825,54.598150033144236,49.40244910553017,true,4,false
2021,CHP_NonRetrofitted_Min_Power_0-300,1,2.341453649896772,10.396338219791465,54.598150033144236,49.40244910553017,false,0,true
2021,CHP_NonRetrofitted_Time_0-300,1,3.999999999999864,54.59815003313682,54.598150033144236,49.40244910553017,true,5,false
2021,MLT_Band,1,0.8356282439084617,2.306262488612251,54.598150033144236,49.40244910553017,false,0,true
2021,Coal_Retrofitted_Min_Power_660-1000,2,3.9999999999943854,54.598150032837694,54.598150033144236,49.40244910553017,true,4,false
2021,Coal_Retrofitted_Time_660-1000,2,3.9999999999808296,54.59815003209757,54.598150033144236,49.40244910553017,true,5,false
2021,Coal_Retrofitted_Min_Power_300-660,2,2.6713334780938167,14.45923741942075,54.598150033144236,49.40244910553017,false,0,true
