Chinese_Name,Start_Year,Retired_Year,region,major_area,Retrofitted,Resource,technology,captive,cluster,R_ID,Zone,STOR,SOLAR,BIOPOWER,COAL,GEOTHERMAL,WIND,GAS,LHYDRO,SHYDRO,HYDRO,NUCLEAR,NONDISP,RENEW,OTHER,Commit,Existing_Cap_MW,num_units,Cap_Size,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Eff_Up,Eff_Down,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Existing_Cap_MWh,CHP,Dummy,Dummy_tech
Shuangliao West power station 国能双辽发电厂,1994,,JL,Siping,2,Shuangliao power station Unit 4,cogen_conventional_steam_coal,0,1,203,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,11.75,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国电电力庄河发电厂,2007,,LN,Dalian,2,Zhuanghe power station Unit 2,conventional_steam_coal,0,1,204,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Huaneng Yimin power station 华能呼伦贝尔能源开发伊敏发电厂,2010,,IME,Hulunbuir,0,Yimin power station Unit 4,conventional_steam_coal,0,1,205,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华电铁岭发电厂,1993,,LN,Tieling,0,Tieling power station Unit 4,conventional_steam_coal,0,1,206,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,11.75,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华电铁岭发电厂,1993,,LN,Tieling,0,Tieling power station Unit 5,conventional_steam_coal,0,1,207,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,11.75,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Shuangliao West power station 国能双辽发电厂,2014,,JL,Siping,2,Shuangliao power station Unit 5,conventional_steam_coal,0,1,208,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,660,1,660,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华电铁岭发电厂,1996,,LN,Tieling,0,Tieling power station Unit 6,conventional_steam_coal,0,1,209,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Huaneng Yimin power station 华能呼伦贝尔能源开发伊敏发电厂,1999,,IME,Hulunbuir,0,Yimin power station Unit 5,conventional_steam_coal,0,1,210,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,500,1,500,1.78,117,13.7,10.09,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Huaneng Yimin power station 华能呼伦贝尔能源开发伊敏发电厂,2007,,IME,Hulunbuir,0,Yimin power station Unit 6,conventional_steam_coal,0,1,211,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 锦江集团内蒙古锦联铝材公司自备电厂,2013,,IME,Tongliao,0,Huolinhe Zhanute power station Unit 1,conventional_steam_coal,1,1,212,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华电牡丹江第二发电厂,2010,,HL,Mudanjiang,0,Mudanjiang-2 power station Unit 1,conventional_steam_coal,0,1,213,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"二电厂, Huadian Fulaerji-2 power station 华电富拉尔基发电厂",1984,,HL,Qiqihar,0,Fulaerji-2 power station Unit 1,conventional_steam_coal,0,1,214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"二电厂, Huadian Fulaerji-2 power station 华电富拉尔基发电厂",1987,,HL,Qiqihar,0,Fulaerji-2 power station Unit 2,conventional_steam_coal,0,1,215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"二电厂, Huadian Fulaerji-2 power station 华电富拉尔基发电厂",1988,,HL,Qiqihar,0,Fulaerji-2 power station Unit 3,conventional_steam_coal,0,1,216,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"二电厂, Huadian Fulaerji-2 power station 华电富拉尔基发电厂",1989,,HL,Qiqihar,0,Fulaerji-2 power station Unit 4,conventional_steam_coal,0,1,217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投抚顺发电厂,1960,,LN,Fushun,0,Fushun CHP power station Unit 1,conventional_steam_coal,0,1,218,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投抚顺发电厂,1960,,LN,Fushun,0,Fushun CHP power station Unit 2,conventional_steam_coal,0,1,219,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投抚顺发电厂,2008,,LN,Fushun,0,Fushun CPI power station Unit 1,conventional_steam_coal,0,1,220,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投抚顺发电厂,2008,,LN,Fushun,0,Fushun CPI power station Unit 2,conventional_steam_coal,0,1,221,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投阜新发电厂,1996,,LN,Fuxin,0,Fuxin power station Unit 1,conventional_steam_coal,0,1,222,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投阜新发电厂,2001,,LN,Fuxin,0,Fuxin power station Unit 2,conventional_steam_coal,0,1,223,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投阜新发电厂,2006,,LN,Fuxin,0,Fuxin power station Unit 3,conventional_steam_coal,0,1,224,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投阜新发电厂,2007,,LN,Fuxin,0,Fuxin power station Unit 4,conventional_steam_coal,0,1,225,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Huaneng Hegang power station 华能鹤岗发电厂,2007,,HL,Hegang,0,Hegang power station Unit 1,conventional_steam_coal,0,1,226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华电牡丹江第二发电厂,2011,,HL,Mudanjiang,0,Mudanjiang-2 power station Unit 2,conventional_steam_coal,0,1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Huaneng Hegang power station 华能鹤岗发电厂,1999,,HL,Hegang,0,Hegang power station Unit 2,conventional_steam_coal,0,1,228,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,11.31,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Datang Keshiketeng Coal Gasification captive power station 大唐克什克腾旗煤制气项目自备电厂,2013,,IME,Chifeng,0,Hexigten Coal Gasification captive power station Unit 1,conventional_steam_coal,0,1,229,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,11.19,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Datang Keshiketeng Coal Gasification captive power station 大唐克什克腾旗煤制气项目自备电厂,2013,,IME,Chifeng,0,Hexigten Coal Gasification captive power station Unit 2,conventional_steam_coal,0,1,230,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,11.19,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Datang Keshiketeng Coal Gasification captive power station 大唐克什克腾旗煤制气项目自备电厂,2013,,IME,Chifeng,0,Hexigten Coal Gasification captive power station Unit 3,conventional_steam_coal,0,1,231,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,11.19,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Datang Keshiketeng Coal Gasification captive power station 大唐克什克腾旗煤制气项目自备电厂,2013,,IME,Chifeng,0,Hexigten Coal Gasification captive power station Unit 4,conventional_steam_coal,0,1,232,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,11.19,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"二电厂, Huadian Fulaerji-2 power station 华电富拉尔基发电厂",1983,,HL,Qiqihar,0,Fulaerji-2 power station Unit 5,conventional_steam_coal,0,1,233,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8) 国家电投内蒙能源霍煤鸿骏电厂",2004,,IME,Tongliao,0,Hongjun Aluminum power station Unit 1,conventional_steam_coal,0,1,234,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,12.18,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"二电厂, Huadian Fulaerji-2 power station 华电富拉尔基发电厂",1982,,HL,Qiqihar,0,Fulaerji-2 power station Unit 6,conventional_steam_coal,0,1,235,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 神华国能蒙东能源鄂温克电厂,2012,,IME,Hulunbuir,0,Ewenki power station Unit 1,conventional_steam_coal,0,1,236,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 鞍钢第二发电厂,1973,2020,LN,Anshan,0,Anshan Steel Company No 2 power station Unit 1,conventional_steam_coal,1,1,237,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,110,1,110,1.78,117,13.7,12.62,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 鞍钢第二发电厂,1973,2020,LN,Anshan,0,Anshan Steel Company No 2 power station Unit 2,conventional_steam_coal,1,1,238,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,110,1,110,1.78,117,13.7,12.62,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 鞍钢第二发电厂,1973,,LN,Anshan,0,Anshan Steel Company No 2 power station Unit 3,conventional_steam_coal,1,1,239,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,125,1,125,1.78,117,13.7,12.62,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Weishanhu Yanshanhu power station 国家电投朝阳燕山湖发电厂,2011,,LN,Chaoyang,0,Chaoyang Yanshanhu power station Unit 1,conventional_steam_coal,0,1,240,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Weishanhu Yanshanhu power station 国家电投朝阳燕山湖发电厂,2012,,LN,Chaoyang,2,Chaoyang Yanshanhu power station Unit 2,cogen_conventional_steam_coal,0,1,241,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投内蒙古大板发电厂,2013,,IME,Chifeng,0,Chifeng Daban power station Unit 1,conventional_steam_coal,0,1,242,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投内蒙古大板发电厂,2013,,IME,Chifeng,0,Chifeng Daban power station Unit 2,conventional_steam_coal,0,1,243,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 京能赤峰能源发展公司煤矸石电厂,2008,,IME,Chifeng,0,Chifeng Waste Coal power station Unit 1,conventional_steam_coal,0,1,244,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,135,1,135,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 京能赤峰能源发展公司煤矸石电厂,2008,,IME,Chifeng,0,Chifeng Waste Coal power station Unit 2,conventional_steam_coal,0,1,245,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,135,1,135,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"国电元宝山发电扩建项目 (Phase IV Unit 5, Phase IV Unit 6) 国电元宝山发电厂",1998,,IME,Chifeng,0,Chifeng Yuanbaoshan power station Unit 1,conventional_steam_coal,0,1,246,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,10.44,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"国电元宝山发电扩建项目 (Phase IV Unit 5, Phase IV Unit 6) 国电元宝山发电厂",2007,,IME,Chifeng,0,Chifeng Yuanbaoshan power station Unit 2,conventional_steam_coal,0,1,247,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"国电元宝山发电扩建项目 (Phase IV Unit 5, Phase IV Unit 6) 国电元宝山发电厂",1985,,IME,Chifeng,0,Chifeng Yuanbaoshan power station Unit 3,conventional_steam_coal,0,1,248,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,10.88,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投吉电股份白城发电厂,2010,,JL,Baicheng,2,CPI Baicheng power station Unit 1,cogen_conventional_steam_coal,0,1,249,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,660,1,660,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国家电投吉电股份白城发电厂,2010,,JL,Baicheng,2,CPI Baicheng power station Unit 2,cogen_conventional_steam_coal,0,1,250,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,660,1,660,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 大化自备电厂,1996,,LN,Dalian,0,Dalian Chemical power station,conventional_steam_coal,1,1,251,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华能丹东发电厂,1998,,LN,Dandong,2,Dandong power station Unit 1,cogen_conventional_steam_coal,0,1,252,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华能丹东发电厂,1998,,LN,Dandong,2,Dandong power station Unit 2,cogen_conventional_steam_coal,0,1,253,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 辽宁能源投资调兵山煤矸石发电厂,2010,,LN,Tieling,2,Diaobingshan power station Unit 1,cogen_conventional_steam_coal,0,1,254,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 辽宁能源投资调兵山煤矸石发电厂,2010,,LN,Tieling,2,Diaobingshan power station Unit 2,cogen_conventional_steam_coal,0,1,255,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 神华国能蒙东能源鄂温克电厂,2012,,IME,Hulunbuir,0,Ewenki power station Unit 2,conventional_steam_coal,0,1,256,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8) 国家电投内蒙能源霍煤鸿骏电厂",2005,,IME,Tongliao,0,Hongjun Aluminum power station Unit 2,conventional_steam_coal,0,1,257,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Huaneng Hegang power station 华能鹤岗发电厂,1997,,HL,Hegang,0,Hegang power station Unit 3,conventional_steam_coal,0,1,258,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,11.31,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8) 国家电投内蒙能源霍煤鸿骏电厂",2007,,IME,Tongliao,0,Hongjun Aluminum power station Unit 3,conventional_steam_coal,0,1,259,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,150,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能九台发电厂,2009,,JL,Changchun,0,Jiutai power station Unit 1,conventional_steam_coal,0,1,260,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,670,1,670,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华能九台发电厂,2009,,JL,Changchun,0,Jiutai power station Unit 2,conventional_steam_coal,0,1,261,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,670,1,670,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国电康平发电厂,2008,,LN,Shenyang,0,Kangping power station Unit 1,conventional_steam_coal,0,1,262,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国电康平发电厂,2009,,LN,Shenyang,0,Kangping power station Unit 2,conventional_steam_coal,0,1,263,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 辽宁南票发电厂,2010,,LN,Huludao,0,Liaoning Nanpiao power station Unit 1,conventional_steam_coal,0,1,264,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,150,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8) 国家电投内蒙能源霍煤鸿骏电厂",2006,,IME,Tongliao,0,Hongjun Aluminum power station Unit 4,conventional_steam_coal,0,1,265,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,150,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 辽宁南票发电厂,2004,,LN,Huludao,0,Liaoning Nanpiao power station Unit 2,conventional_steam_coal,0,1,266,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 辽宁南票发电厂,2004,,LN,Huludao,0,Liaoning Nanpiao power station Unit 3,conventional_steam_coal,0,1,267,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"Nenggang power station, 辽宁能港发电厂 国家电投辽宁发电厂二期",1991,2018,LN,Fushun,0,Liaoning-2 power station Unit 1,conventional_steam_coal,0,1,268,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
"Nenggang power station, 辽宁能港发电厂 国家电投辽宁发电厂二期",1991,2018,LN,Fushun,0,Liaoning-2 power station Unit 2,conventional_steam_coal,0,1,269,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Liaoning Dongfang Power Station 辽宁东方发电厂 国家电投辽宁发电厂三期,2005,,LN,Fushun,2,Liaoning-3 power station Unit 1,cogen_conventional_steam_coal,0,1,270,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
Liaoning Dongfang Power Station 辽宁东方发电厂 国家电投辽宁发电厂三期,2005,,LN,Fushun,0,Liaoning-3 power station Unit 2,conventional_steam_coal,0,1,271,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 辽通化工发电厂,2011,,LN,Liaoyang,0,Liaotung Chemical power station Unit 1,conventional_steam_coal,1,1,272,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 辽通化工发电厂,2011,,LN,Liaoyang,0,Liaotung Chemical power station Unit 2,conventional_steam_coal,1,1,273,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 大唐辽源发电厂,2009,,JL,Liaoyuan,2,Liaoyuan Datang power station Unit 1,cogen_conventional_steam_coal,0,1,274,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 大唐辽源发电厂,2009,,JL,Liaoyuan,2,Liaoyuan Datang power station Unit 2,cogen_conventional_steam_coal,0,1,275,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华电牡丹江第二发电厂,1989,2020,HL,Mudanjiang,0,Mudanjiang-2 power station Unit 3,conventional_steam_coal,0,1,276,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,215,1,215,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华电牡丹江第二发电厂,1991,,HL,Mudanjiang,0,Mudanjiang-2 power station Unit 4,conventional_steam_coal,0,1,277,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,215,1,215,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华电牡丹江第二发电厂,1995,,HL,Mudanjiang,0,Mudanjiang-2 power station Unit 5,conventional_steam_coal,0,1,278,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.18,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 中石油锦西炼油厂发电厂,2002,,LN,Huludao,0,Jinxi Refinery power station Unit 1,conventional_steam_coal,1,1,279,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油锦西炼油厂发电厂,2002,,LN,Huludao,0,Jinxi Refinery power station Unit 2,conventional_steam_coal,1,1,280,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 辽宁南票发电厂,2010,,LN,Huludao,0,Liaoning Nanpiao power station Unit 4,conventional_steam_coal,0,1,281,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,150,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
动力二厂 中石油吉林乙烯发电厂,2003,,JL,Jilin,0,Jilin Ethanol power station,conventional_steam_coal,1,1,282,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,31,1,31,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8) 国家电投内蒙能源霍煤鸿骏电厂",2012,,IME,Tongliao,0,Hongjun Aluminum power station Unit 5,conventional_steam_coal,0,1,283,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油锦西炼油厂发电厂,2010,,LN,Huludao,0,Jinxi Refinery power station Unit 3,conventional_steam_coal,1,1,284,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8) 国家电投内蒙能源霍煤鸿骏电厂",2015,,IME,Tongliao,0,Hongjun Aluminum power station Unit 6,conventional_steam_coal,0,1,285,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8) 国家电投内蒙能源霍煤鸿骏电厂",2015,,IME,Tongliao,0,Hongjun Aluminum power station Unit 7,conventional_steam_coal,0,1,286,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能国际大连发电厂,1999,,LN,Dalian,0,Huaneng Dalian power station Unit 1,conventional_steam_coal,0,1,287,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华能国际大连发电厂,1999,,LN,Dalian,0,Huaneng Dalian power station Unit 2,conventional_steam_coal,0,1,288,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
