HL_to_IME,HL_to_JL,IME_to_JL,IME_to_LN,JL_to_LN,IME_to_SD,LN_to_JB,
80.2125,1593.977778,-137.89,4850.785714,2301.471429,0,2471.9,
80.2125,1593.977778,-132.96,4850.785714,2301.471429,0,2464.4,
80.2125,1593.977778,-137.11,4850.785714,2301.471429,0,2464.7,
80.2125,1593.977778,-134.16,4850.785714,2301.471429,0,2470.1,
80.2125,1491.925,-127.89,4825.175,2289.325,0,2402.4,
77.01428571,1491.925,-118.88,4582.111111,2173.977778,0,2306.9,
77.01428571,1246.914286,-111.2,4582.111111,2173.977778,0,2231.7,
69.82222222,1254.542857,-107.05,4596.488889,2180.822222,0,2161.5,
69.82222222,1254.542857,-105.98,4596.488889,2180.822222,0,2166.1,
69.82222222,1254.542857,-105.98,4596.488889,2180.822222,0,2105.1,
69.82222222,1254.542857,-105.98,4596.488889,2180.822222,0,2124.8,
69.82222222,1254.542857,-105.98,4596.488889,2180.822222,0,2032.1,
77.25714286,1254.542857,-116.2,4831.4125,2292.2875,0,2130.9,
80.3375,1484,-122.76,4831.4125,2292.2875,0,2203.9,
80.3375,1484,-124.3,4831.4125,2292.2875,0,2230.4,
80.3375,1484,-130.64,4855.885714,2303.9,0,2270.1,
77.25714286,1580.4,-135.36,4855.885714,2303.9,0,2341.8,
77.25714286,1580.4,-146.86,4831.4125,2292.2875,0,2420.4,
69.82222222,1484,-134.46,4596.488889,2180.822222,0,2465.6,
69.82222222,1484,-132.61,4596.488889,2180.822222,0,2347.1,
69.82222222,1484,-134.94,4831.4125,2292.2875,0,2372.2,
69.82222222,1580.4,-133.87,4831.4125,2292.2875,0,2392.2,
77.25714286,1580.4,-136.44,4831.4125,2292.2875,0,2432.9,
77.25714286,1580.4,-138.68,4855.885714,2303.9,0,2485.1,
80.3375,1580.4,-136.65,4855.885714,2303.9,0,2489.8,
80.3375,1580.4,-132.03,4855.885714,2303.9,0,2480.1,
80.3375,1580.4,-135.93,4855.885714,2303.9,0,2480.4,
80.3375,1580.4,-133.16,4855.885714,2303.9,0,2485.8,
80.3375,1484,-127.27,4831.4125,2292.2875,0,2417.7,
77.25714286,1484,-118.81,4596.488889,2180.822222,0,2321.6,
77.25714286,1254.542857,-111.6,4596.488889,2180.822222,0,2245.9,
69.73333333,1254.071429,-107.02,4578.644444,2172.355556,0,2184.7,
69.73333333,1254.071429,-105.99,4578.644444,2172.355556,0,2189.4,
69.73333333,1254.071429,-105.99,4578.644444,2172.355556,0,2127.6,
69.73333333,1254.071429,-105.99,4578.644444,2172.355556,0,2147.6,
69.73333333,1254.071429,-105.99,4578.644444,2172.355556,0,2048.8,
77.1,1254.071429,-116.01,4813.0375,2283.575,0,2153.7,
80.175,1479.575,-122.47,4813.0375,2283.575,0,2227.6,
80.175,1479.575,-123.98,4813.0375,2283.575,0,2254.3,
80.175,1479.575,-130.22,4837.4,2295.114286,0,2294.5,
77.1,1574.544444,-134.86,4837.4,2295.114286,0,2366.9,
77.1,1574.544444,-146.29,4813.0375,2283.575,0,2446.4,
69.73333333,1479.575,-133.98,4578.644444,2172.355556,0,2492,
69.73333333,1479.575,-132.16,4578.644444,2172.355556,0,2372.3,
69.73333333,1479.575,-134.44,4813.0375,2283.575,0,2397.7,
69.73333333,1574.544444,-133.4,4813.0375,2283.575,0,2417.9,
77.1,1574.544444,-135.92,4813.0375,2283.575,0,2459,
77.1,1574.544444,-138.13,4837.4,2295.114286,0,2511.7,
80.175,1574.544444,-136.13,4837.4,2295.114286,0,2520.9,
80.175,1574.544444,-131.59,4837.4,2295.114286,0,2506.7,
80.175,1574.544444,-135.42,4837.4,2295.114286,0,2507,
80.175,1574.544444,-132.69,4837.4,2295.114286,0,2512.4,
80.175,1479.575,-126.91,4813.0375,2283.575,0,2443.6,
77.1,1479.575,-118.58,4578.644444,2172.355556,0,2346.5,
77.1,1254.071429,-111.5,4578.644444,2172.355556,0,2270,
69.12222222,1244.3,-106.18,4560.077778,2163.544444,0,2206.8,
69.12222222,1244.3,-105.16,4560.077778,2163.544444,0,2211.5,
69.12222222,1244.3,-105.16,4560.077778,2163.544444,0,2149.2,
69.12222222,1244.3,-105.16,4560.077778,2163.544444,0,2169.3,
69.12222222,1244.3,-105.16,4560.077778,2163.544444,0,2083.3,
76.7,1244.3,-115.13,4783.7875,2269.7,0,2175.5,
79.825,1468.7875,-121.56,4783.7875,2269.7,0,2250.1,
79.825,1468.7875,-123.06,4783.7875,2269.7,0,2277.1,
79.825,1468.7875,-129.28,4806.7,2280.557143,0,2317.7,
76.7,1563.388889,-133.9,4806.7,2280.557143,0,2390.9,
76.7,1563.388889,-145.31,4783.7875,2269.7,0,2471.1,
69.12222222,1468.7875,-133.02,4560.077778,2163.544444,0,2517.2,
69.12222222,1468.7875,-131.2,4560.077778,2163.544444,0,2396.3,
69.12222222,1468.7875,-133.48,4783.7875,2269.7,0,2421.9,
69.12222222,1563.388889,-132.44,4783.7875,2269.7,0,2442.3,
76.7,1563.388889,-134.95,4783.7875,2269.7,0,2483.8,
76.7,1563.388889,-137.15,4806.7,2280.557143,0,2536.7,
79.825,1563.388889,-135.16,4806.7,2280.557143,0,2536.7,
79.825,1563.388889,-130.64,4806.7,2280.557143,0,2532,
79.825,1563.388889,-134.45,4806.7,2280.557143,0,2532.4,
79.825,1563.388889,-131.74,4806.7,2280.557143,0,2536.7,
79.825,1468.7875,-125.98,4783.7875,2269.7,0,2468.3,
76.7,1468.7875,-117.69,4560.077778,2163.544444,0,2370.2,
76.7,1244.3,-110.64,4560.077778,2163.544444,0,2292.9,
69.04444444,1241.314286,-105.93,4541.033333,2154.533333,0,2218.9,
69.04444444,1241.314286,-104.95,4541.033333,2154.533333,0,2223.7,
69.04444444,1241.314286,-104.95,4541.033333,2154.533333,0,2161,
69.04444444,1241.314286,-104.95,4541.033333,2154.533333,0,2181.3,
69.04444444,1241.314286,-104.95,4541.033333,2154.533333,0,2104.1,
76.5,1241.314286,-114.73,4770.5125,2263.3625,0,2187.4,
79.5875,1461.6375,-121.04,4770.5125,2263.3625,0,2262.4,
79.5875,1461.6375,-122.52,4770.5125,2263.3625,0,2289.6,
79.5875,1461.6375,-128.62,4794.2,2274.642857,0,2330.4,
76.5,1554.733333,-133.16,4794.2,2274.642857,0,2404,
76.5,1554.733333,-144.5,4770.5125,2263.3625,0,2484.7,
69.04444444,1461.6375,-132.29,4541.033333,2154.533333,0,2531.1,
69.04444444,1461.6375,-130.51,4541.033333,2154.533333,0,2409.4,
69.04444444,1461.6375,-132.75,4770.5125,2263.3625,0,2435.2,
69.04444444,1554.733333,-131.73,4770.5125,2263.3625,0,2455.8,
76.5,1554.733333,-134.19,4770.5125,2263.3625,0,2497.5,
76.5,1554.733333,-136.35,4794.2,2274.642857,0,2548.1,
79.5875,1554.733333,-134.4,4794.2,2274.642857,0,2548.1,
79.5875,1554.733333,-129.95,4794.2,2274.642857,0,2545.9,
79.5875,1554.733333,-133.7,4794.2,2274.642857,0,2546.3,
79.5875,1554.733333,-131.04,4794.2,2274.642857,0,2548.1,
79.5875,1461.6375,-125.38,4770.5125,2263.3625,0,2481.9,
76.5,1461.6375,-117.23,4541.033333,2154.533333,0,2383.2,
76.5,1241.314286,-110.31,4541.033333,2154.533333,0,2305.5,
69.12222222,1233.171429,-105.19,4548.644444,2158.111111,0,2243.7,
69.12222222,1233.171429,-104.09,4548.644444,2158.111111,0,2248.5,
69.12222222,1233.171429,-104.09,4548.644444,2158.111111,0,2185.1,
69.12222222,1233.171429,-104.09,4548.644444,2158.111111,0,2205.6,
69.12222222,1233.171429,-104.09,4548.644444,2158.111111,0,2114.7,
76.47142857,1233.171429,-114.5,4794.2125,2274.6625,0,2211.9,
79.4875,1466.8125,-121.18,4794.2125,2274.6625,0,2287.7,
79.4875,1466.8125,-122.74,4794.2125,2274.6625,0,2315.2,
79.4875,1466.8125,-129.2,4820.157143,2286.971429,0,2356.4,
76.47142857,1564.711111,-134,4820.157143,2286.971429,0,2430.9,
76.47142857,1564.711111,-145.56,4794.2125,2274.6625,0,2512.5,
69.12222222,1466.8125,-133.09,4548.644444,2158.111111,0,2559.4,
69.12222222,1466.8125,-131.2,4548.644444,2158.111111,0,2436.4,
69.12222222,1466.8125,-133.57,4794.2125,2274.6625,0,2462.5,
69.12222222,1564.711111,-132.49,4794.2125,2274.6625,0,2483.2,
76.47142857,1564.711111,-135.1,4794.2125,2274.6625,0,2525.4,
76.47142857,1564.711111,-137.38,4820.157143,2286.971429,0,2579.6,
79.4875,1564.711111,-135.31,4820.157143,2286.971429,0,2580.9,
79.4875,1564.711111,-130.61,4820.157143,2286.971429,0,2574.4,
79.4875,1564.711111,-134.58,4820.157143,2286.971429,0,2574.7,
79.4875,1564.711111,-131.76,4820.157143,2286.971429,0,2580.3,
79.4875,1466.8125,-125.77,4794.2125,2274.6625,0,2509.6,
76.47142857,1466.8125,-117.16,4548.644444,2158.111111,0,2409.8,
76.47142857,1233.171429,-109.83,4548.644444,2158.111111,0,2331.3,
69.71111111,1243.285714,-106,4603.655556,2184.211111,0,2272.1,
69.71111111,1243.285714,-104.64,4603.655556,2184.211111,0,2276.9,
69.71111111,1243.285714,-104.64,4603.655556,2184.211111,0,2212.7,
69.71111111,1243.285714,-104.64,4603.655556,2184.211111,0,2233.5,
69.71111111,1243.285714,-104.64,4603.655556,2184.211111,0,2131.8,
77.12857143,1243.285714,-116.28,4858.5375,2305.1625,0,2239.8,
80.2,1502.1625,-123.66,4858.5375,2305.1625,0,2316.6,
80.2,1502.1625,-125.38,4858.5375,2305.1625,0,2344.5,
80.2,1502.1625,-132.51,4885.757143,2318.071429,0,2386.2,
77.12857143,1609.277778,-137.81,4885.757143,2318.071429,0,2461.6,
77.12857143,1609.277778,-149.79,4858.5375,2305.1625,0,2544.2,
69.71111111,1502.1625,-136.81,4603.655556,2184.211111,0,2591.7,
69.71111111,1502.1625,-134.72,4603.655556,2184.211111,0,2467.1,
69.71111111,1502.1625,-137.34,4858.5375,2305.1625,0,2493.6,
69.71111111,1609.277778,-136.14,4858.5375,2305.1625,0,2514.6,
77.12857143,1609.277778,-139.02,4858.5375,2305.1625,0,2557.3,
77.12857143,1609.277778,-141.54,4885.757143,2318.071429,0,2612.2,
80.2,1609.277778,-139.26,4885.757143,2318.071429,0,2621.2,
80.2,1609.277778,-134.07,4885.757143,2318.071429,0,2606.9,
80.2,1609.277778,-138.45,4885.757143,2318.071429,0,2607.3,
80.2,1609.277778,-135.34,4885.757143,2318.071429,0,2612.9,
80.2,1502.1625,-128.72,4858.5375,2305.1625,0,2541.3,
77.12857143,1502.1625,-119.21,4603.655556,2184.211111,0,2440.3,
77.12857143,1243.285714,-111.12,4603.655556,2184.211111,0,2360.7,
70.47777778,1281.042857,-109.25,4685.422222,2223.033333,0,2294.1,
70.47777778,1281.042857,-107.78,4685.422222,2223.033333,0,2299,
70.47777778,1281.042857,-107.78,4685.422222,2223.033333,0,2234.3,
70.47777778,1281.042857,-107.78,4685.422222,2223.033333,0,2255.2,
70.47777778,1281.042857,-107.78,4685.422222,2223.033333,0,2158.1,
77.9,1281.042857,-119.9,4947.55,2347.3875,0,2261.6,
80.9625,1549.825,-127.55,4947.55,2347.3875,0,2339.1,
80.9625,1549.825,-129.34,4947.55,2347.3875,0,2367.1,
80.9625,1549.825,-136.73,4975.785714,2360.785714,0,2409.2,
77.9,1660.533333,-142.23,4975.785714,2360.785714,0,2485.2,
77.9,1660.533333,-154.37,4947.55,2347.3875,0,2568.5,
70.47777778,1549.825,-141.18,4685.422222,2223.033333,0,2616.4,
70.47777778,1549.825,-139.02,4685.422222,2223.033333,0,2490.8,
70.47777778,1549.825,-141.73,4947.55,2347.3875,0,2517.5,
70.47777778,1660.533333,-140.49,4947.55,2347.3875,0,2538.6,
77.9,1660.533333,-143.48,4947.55,2347.3875,0,2581.7,
77.9,1660.533333,-146.1,4975.785714,2360.785714,0,2621.2,
80.9625,1660.533333,-143.73,4975.785714,2360.785714,0,2621.2,
80.9625,1660.533333,-138.35,4975.785714,2360.785714,0,2621.2,
80.9625,1660.533333,-142.89,4975.785714,2360.785714,0,2621.2,
80.9625,1660.533333,-139.66,4975.785714,2360.785714,0,2621.2,
80.9625,1549.825,-132.8,4947.55,2347.3875,0,2565.6,
77.9,1549.825,-122.94,4685.422222,2223.033333,0,2463.7,
77.9,1281.042857,-114.55,4685.422222,2223.033333,0,2383.5,
70.93333333,1308.657143,-111.62,4725.788889,2242.2,0,2312.6,
70.93333333,1308.657143,-110.15,4725.788889,2242.2,0,2317.5,
70.93333333,1308.657143,-110.15,4725.788889,2242.2,0,2252.4,
70.93333333,1308.657143,-110.15,4725.788889,2242.2,0,2273.5,
70.93333333,1308.657143,-110.15,4725.788889,2242.2,0,2187.7,
78.52857143,1308.657143,-122.34,5004.075,2374.2,0,2279.9,
81.6625,1578.9125,-130.03,5004.075,2374.2,0,2357.8,
81.6625,1578.9125,-131.83,5004.075,2374.2,0,2386,
81.6625,1578.9125,-139.26,5034.557143,2388.685714,0,2428.4,
78.52857143,1690.188889,-144.79,5034.557143,2388.685714,0,2504.8,
78.52857143,1690.188889,-156.95,5004.075,2374.2,0,2588.7,
70.93333333,1578.9125,-143.74,4725.788889,2242.2,0,2621.2,
70.93333333,1578.9125,-141.57,4725.788889,2242.2,0,2510.5,
70.93333333,1578.9125,-144.29,5004.075,2374.2,0,2537.3,
70.93333333,1690.188889,-143.05,5004.075,2374.2,0,2558.6,
78.52857143,1690.188889,-146.05,5004.075,2374.2,0,2601.9,
78.52857143,1690.188889,-148.68,5034.557143,2388.685714,0,2621.2,
81.6625,1690.188889,-146.3,5034.557143,2388.685714,0,2621.2,
81.6625,1690.188889,-140.89,5034.557143,2388.685714,0,2621.2,
81.6625,1690.188889,-145.45,5034.557143,2388.685714,0,2621.2,
81.6625,1690.188889,-142.2,5034.557143,2388.685714,0,2621.2,
81.6625,1578.9125,-135.31,5004.075,2374.2,0,2585.7,
78.52857143,1578.9125,-125.39,4725.788889,2242.2,0,2483.2,
78.52857143,1308.657143,-116.96,4725.788889,2242.2,0,2402.5,
70.95555556,1315.185714,-112.18,4774.777778,2265.411111,0,2296.9,
70.95555556,1315.185714,-110.64,4774.777778,2265.411111,0,2301.6,
70.95555556,1315.185714,-110.64,4774.777778,2265.411111,0,2238.6,
70.95555556,1315.185714,-110.64,4774.777778,2265.411111,0,2259,
70.95555556,1315.185714,-110.64,4774.777778,2265.411111,0,2185.9,
78.6,1315.185714,-123.11,5051.575,2396.75,0,2265.2,
81.7625,1591.1125,-130.95,5051.575,2396.75,0,2340.5,
81.7625,1591.1125,-132.79,5051.575,2396.75,0,2367.8,
81.7625,1591.1125,-140.37,5081.842857,2411.1,0,2408.8,
78.6,1704.433333,-146.01,5081.842857,2411.1,0,2482.7,
78.6,1704.433333,-158.27,5051.575,2396.75,0,2563.7,
70.95555556,1591.1125,-144.94,4774.777778,2265.411111,0,2610.3,
70.95555556,1591.1125,-142.72,4774.777778,2265.411111,0,2488.1,
70.95555556,1591.1125,-145.5,5051.575,2396.75,0,2514.1,
70.95555556,1704.433333,-144.23,5051.575,2396.75,0,2534.7,
78.6,1704.433333,-147.3,5051.575,2396.75,0,2576.6,
78.6,1704.433333,-149.98,5081.842857,2411.1,0,2621.2,
81.7625,1704.433333,-147.55,5081.842857,2411.1,0,2621.2,
81.7625,1704.433333,-142.03,5081.842857,2411.1,0,2621.2,
81.7625,1704.433333,-146.69,5081.842857,2411.1,0,2621.2,
81.7625,1704.433333,-143.37,5081.842857,2411.1,0,2621.2,
81.7625,1591.1125,-136.34,5051.575,2396.75,0,2560.9,
78.6,1591.1125,-126.22,4774.777778,2265.411111,0,2461.8,
78.6,1315.185714,-117.62,4774.777778,2265.411111,0,2383.8,
70.95555556,1320.457143,-112.64,4796.511111,2275.744444,0,2269.7,
70.95555556,1320.457143,-111.17,4796.511111,2275.744444,0,2274.2,
70.95555556,1320.457143,-111.17,4796.511111,2275.744444,0,2213.4,
70.95555556,1320.457143,-111.17,4796.511111,2275.744444,0,2233.1,
70.95555556,1320.457143,-111.17,4796.511111,2275.744444,0,2162.1,
78.45714286,1320.457143,-123.36,5057.225,2399.425,0,2239.1,
81.6,1590.7875,-131.05,5057.225,2399.425,0,2311.9,
81.6,1590.7875,-132.85,5057.225,2399.425,0,2338.3,
81.6,1590.7875,-140.28,5085.271429,2412.714286,0,2377.9,
78.45714286,1702.044444,-145.81,5085.271429,2412.714286,0,2449.3,
78.45714286,1702.044444,-157.98,5057.225,2399.425,0,2527.7,
