Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,58,12115.49561,7842.84338,8984.115589,25231.27937,0,2409.9228
,,,,,59,12748.98043,8254.798304,9732.080786,25610.15064,0,2487.0883
,,,,,60,12578.34523,8355.735429,8923.764801,25047.88801,0,2531.3233
,,,,,61,11620.90874,7934.090627,8799.240227,24684.516,0,2415.1327
,,,,,62,11755.08036,7734.616066,8955.479221,25162.04759,0,2439.806
,,,,,63,11733.71354,7952.002392,8884.021567,25218.44774,0,2459.3677
,,,,,64,11982.67378,7937.323318,9056.446961,25346.11645,0,2499.2775
,,,,,65,13276.87142,8122.210988,9207.244845,25256.80974,0,2546.3632
,,,,,66,12965.68814,8527.681215,9070.791729,24669.24344,0,2546.3632
,,,,,67,12132.80895,8527.681215,8760.236686,24395.45913,0,2545.5768
,,,,,68,12476.85911,8427.07177,9022.070268,24750.02674,0,2545.8717
,,,,,69,11990.76642,8285.718505,8835.788092,24902.22624,0,2546.3632
,,,,,70,11092.52095,8193.545038,8440.273162,26079.89642,0,2484.3359
,,,,,71,10175.28723,7618.341905,7871.338418,24865.32876,0,2390.0662
,,,,,72,9296.316034,7208.865144,7387.250602,23693.56555,0,2315.8497
,,,,,73,8974.32035,6769.921959,7068.394137,22771.75749,0,2183.6362
,,,,,74,8873.123057,6674.121657,6998.644757,22456.85883,0,2187.9614
,,,,,75,8837.642112,6685.99829,6998.644757,22057.06052,0,2131.4389
,,,,,76,8837.642112,6528.054246,6998.644757,22057.06052,0,2149.7227
,,,,,77,9208.941759,6699.320093,6998.644757,22057.06052,0,2083.3702
,,,,,78,10643.93333,7153.247705,7659.266504,22597.7179,0,2155.3258
,,,,,79,11554.73261,7796.082101,8083.257438,23346.51147,0,2222.8579
,,,,,80,11385.63548,7684.506279,8182.50828,23130.81641,0,2247.3346
,,,,,81,11784.98241,7626.480587,8592.421309,23988.91192,0,2284.0988
,,,,,82,12026.94905,7719.530502,8897.356984,24901.76519,0,2350.4513
,,,,,83,12657.41794,8124.999575,9635.144786,25263.41215,0,2423.095
,,,,,84,12487.59511,8224.347539,8839.350178,24726.71121,0,2464.8725
,,,,,85,11534.71682,7809.341145,8719.662051,24379.85889,0,2355.268
,,,,,86,11668.24967,7613.007128,8869.832832,24835.68084,0,2378.5651
,,,,,87,11646.98458,7826.970906,8801.150544,24889.51692,0,2397.0455
,,,,,88,11894.75956,7812.522941,8966.879057,25011.38153,0,2434.6944
,,,,,89,13214.45774,7994.499725,9111.820057,24926.1349,0,2478.8311
,,,,,90,12873.09394,8394.168072,8980.666684,24365.28065,0,2478.8311
,,,,,91,12044.17996,8394.168072,8682.173379,24103.94317,0,2478.2413
,,,,,92,12386.59215,8294.560755,8933.83753,24442.39136,0,2478.6345
,,,,,93,11902.81367,8155.432967,8754.790422,24587.67154,0,2478.8311
,,,,,94,11008.8446,8064.710686,8374.637013,25725.997,0,2420.5392
,,,,,95,10095.97769,7498.563596,7827.799292,24552.4515,0,2331.676
,,,,,96,9221.191127,7095.533669,7362.513105,23433.95921,0,2261.6864
,,,,,97,8927.089075,6713.911613,6938.224591,22517.71578,0,2130.3576
,,,,,98,8826.42338,6618.905138,6866.204794,22208.61062,0,2134.7811
,,,,,99,8770.604474,6630.683359,6866.204794,21817.64112,0,2075.4079
,,,,,100,8770.604474,6419.875587,6866.204794,21817.64112,0,2094.5764
,,,,,101,9160.477999,6643.894774,6866.204794,21817.64112,0,2025.1766
,,,,,102,10587.93145,7094.061017,7537.781866,22346.87817,0,2100.4744
,,,,,103,11493.94622,7731.568711,7968.004809,23081.89547,0,2171.5453
,,,,,104,11325.73738,7620.917437,8068.714485,22870.16875,0,2197.3982
,,,,,105,11722.9865,7563.372561,8484.6526,23712.47707,0,2236.0301
,,,,,106,11963.68207,7655.65144,8794.070356,24608.53571,0,2305.7248
,,,,,107,12590.83906,8057.760685,9535.560128,24963.5291,0,2382.3005
,,,,,108,12421.90832,8156.285424,8735.21094,24436.70236,0,2426.2406
,,,,,109,11474.03557,7744.717887,8613.763583,24096.23141,0,2310.9347
,,,,,110,11606.86697,7550.010747,8766.141642,24543.66718,0,2335.4114
,,,,,111,11585.71358,7762.201563,8696.449831,24596.51278,0,2354.8748
,,,,,112,11832.18698,7747.873317,8864.614296,24716.13533,0,2394.3914
,,,,,113,13174.56919,7928.342192,9011.685704,24632.45706,0,2441.0839
,,,,,114,12805.3821,8345.047968,8878.60458,24081.92138,0,2441.0839
,,,,,115,11980.82246,8345.047968,8575.723887,23825.39198,0,2440.2975
,,,,,116,12321.43594,8225.916834,8831.08711,24157.61341,0,2440.6907
,,,,,117,11840.19879,8087.941897,8649.408287,24300.22074,0,2441.0839
,,,,,118,10950.92581,7997.971366,8263.667213,25423.34777,0,2379.5481
,,,,,119,10042.85425,7436.515526,7708.791825,24265.64867,0,2286.0648
,,,,,120,9172.66302,7036.825215,7236.666653,23167.73435,0,2212.4381
,,,,,121,8980.510478,6748.283923,6851.116675,22442.33751,0,2114.2364
,,,,,122,8879.243514,6652.790294,6774.872549,22125.40769,0,2118.7582
,,,,,123,8845.582153,6664.628908,6774.872549,21722.51404,0,2058.9918
,,,,,124,8845.582153,6425.067577,6774.872549,21722.51404,0,2078.3569
,,,,,125,9215.293417,6677.908066,6774.872549,21722.51404,0,1994.7036
,,,,,126,10651.27294,7130.382577,7466.833047,22267.17533,0,2084.2549
,,,,,127,11562.69927,7771.159151,7908.651237,23020.79877,0,2155.719
,,,,,128,11393.48573,7659.940502,8012.075211,22803.71243,0,2181.6702
,,,,,129,11793.10759,7602.10056,8439.223571,23667.34284,0,2220.4987
,,,,,130,12035.24081,7694.852606,8756.980667,24586.0842,0,2290.5866
,,,,,131,12666.14377,8099.023704,9505.358306,24950.06386,0,2367.4572
,,,,,132,12496.20402,8198.053637,8696.534889,24409.90109,0,2411.6922
,,,,,133,11542.6697,7784.37575,8571.814317,24060.81149,0,2295.7965
,,,,,134,11676.29449,7588.670231,8728.299227,24519.5736,0,2320.3715
,,,,,135,11655.01475,7801.949075,8656.729101,24573.75693,0,2339.9332
,,,,,136,11902.96032,7787.54736,8829.425888,24696.40759,0,2379.6464
,,,,,137,13220.83123,7968.941606,8980.461122,24610.6111,0,2430.5658
,,,,,138,12881.96825,8402.512397,8843.793233,24046.13923,0,2430.5658
,,,,,139,12052.48359,8395.943834,8532.749386,23783.11607,0,2425.8474
,,,,,140,12395.13152,8268.042089,8794.995086,24123.74731,0,2426.1423
,,,,,141,11911.01998,8129.359673,8608.419708,24269.96459,0,2430.5658
,,,,,142,11016.43544,8038.92781,8212.282249,25413.61852,0,2364.8031
,,,,,143,10102.94004,7474.593053,7642.452018,24234.51737,0,2270.73
,,,,,144,9227.551218,7072.853294,7157.602262,23108.81057,0,2196.8084
,,,,,145,9086.811085,6796.665408,6803.210326,22537.77898,0,2111.3857
,,,,,146,8986.009979,6701.873376,6725.000999,22214.06977,0,2115.8092
,,,,,147,8973.518481,6713.625011,6725.000999,21800.84486,0,2056.2394
,,,,,148,8973.518481,6560.899292,6725.000999,21800.84486,0,2075.5062
,,,,,149,9320.513954,6726.806606,6725.000999,21800.84486,0,1987.3311
,,,,,150,10749.88755,7175.956765,7426.444077,22358.86994,0,2081.4042
,,,,,151,11657.12105,7812.02552,7873.656497,23128.61402,0,2152.77
,,,,,152,11488.68594,7701.624,7978.34319,22906.88402,0,2178.6229
,,,,,153,11886.46942,7644.209011,8410.706674,23788.98821,0,2217.4514
,,,,,154,12127.48877,7736.279603,8732.343317,24727.38222,0,2287.441
,,,,,155,12755.48938,8137.481235,9483.925263,25099.1477,0,2364.2133
,,,,,156,12586.3314,8235.783591,8671.159547,24547.4304,0,2408.35
,,,,,157,11637.18362,7825.145016,8544.916241,24190.87349,0,2292.6509
,,,,,158,11770.1937,7630.877356,8703.3117,24659.4489,0,2317.2259
,,,,,159,11749.01185,7842.589229,8630.867764,24714.79125,0,2336.6893
,,,,,160,11995.8168,7828.293324,8805.673033,24840.06552,0,2376.4025
,,,,,161,13280.75509,8008.354857,8958.552281,24752.43377,0,2427.4202
,,,,,162,12970.32101,8401.223724,8820.215792,24175.88737,0,2429.8777
,,,,,163,12144.65222,8401.223724,8505.37436,23907.23792,0,2422.5052
,,,,,164,12485.72387,8305.257834,8770.82186,24255.15556,0,2422.8001
,,,,,165,12003.83938,8167.594324,8581.968553,24404.50054,0,2428.1083
,,,,,166,11113.37019,8077.826868,8180.994588,25565.93928,0,2361.5592
,,,,,167,10204.07714,7517.638309,7604.207209,24368.29507,0,2267.6827
,,,,,168,9332.715365,7118.850152,7113.437844,23218.50846,0,2193.7611
,,,,,169,9203.994231,6822.936406,6847.755699,22622.53034,0,2124.7545
,,,,,170,9106.624983,6737.562428,6779.524978,22309.76462,0,2129.2763
,,,,,171,9097.613876,6748.146481,6779.524978,21913.21673,0,2069.3133
,,,,,172,9097.613876,6598.970396,6779.524978,21913.21673,0,2088.6784
,,,,,173,9429.740491,6760.01842,6779.524978,21913.21673,0,1997.5543
,,,,,174,10810.44987,7164.543304,7432.818819,22449.66959,0,2094.6747
,,,,,175,11686.79585,7737.415505,7852.641226,23193.39128,0,2166.4337
,,,,,176,11524.09525,7637.982919,7950.916269,22979.15721,0,2192.4832
,,,,,177,11908.33587,7586.272391,8356.799179,23831.44049,0,2231.5083
,,,,,178,12141.1495,7669.195318,8658.736836,24738.11064,0,2301.9894
,,,,,179,12747.76931,8030.535598,9394.048428,25097.30801,0,2379.2532
,,,,,180,12584.37046,8119.071131,8601.300332,24564.24237,0,2423.6848
,,,,,181,11667.53721,7749.231515,8482.788935,24219.73941,0,2307.1993
,,,,,182,11796.01884,7574.265301,8631.483291,24672.47391,0,2331.8726
,,,,,183,11775.55815,7764.94256,8563.476263,24725.94533,0,2351.5326
,,,,,184,12013.96042,7752.067024,8727.575393,24846.9845,0,2391.5407
,,,,,185,13262.80004,7914.238559,8871.091384,24762.31528,0,2442.8533
,,,,,186,12955.28682,8261.356487,8741.227465,24205.25992,0,2447.4734
,,,,,187,12157.72861,8261.356487,8445.668839,23945.69259,0,2437.9383
,,,,,188,12487.18819,8181.642767,8694.858718,24281.84833,0,2438.2332
,,,,,189,12021.70986,8057.656803,8517.571938,24426.14447,0,2443.5414
,,,,,190,11161.55744,7976.808185,8141.156061,25558.87446,0,2376.5991
,,,,,191,10283.22203,7472.277109,7599.694654,24391.16299,0,2282.1328
,,,,,192,9441.526495,7113.110514,7138.982995,23280.2467,0,2207.7197
,,,,,193,9203.548016,6767.510593,6845.720886,22534.19102,0,2147.5601
,,,,,194,9107.088765,6680.779116,6780.015825,22222.20272,0,2152.1802
,,,,,195,9099.000524,6691.531462,6780.015825,21826.83956,0,2091.4308
,,,,,196,9099.000524,6541.84374,6780.015825,21826.83956,0,2111.0908
,,,,,197,9427.184488,6703.592172,6780.015825,21826.83956,0,2013.9704
,,,,,198,10794.98998,7114.549248,7421.122736,22361.75995,0,2117.0871
,,,,,199,11663.14578,7696.530465,7834.012527,23103.63302,0,2189.7308
,,,,,200,11501.96576,7595.51684,7930.664734,22889.93145,0,2215.9769
,,,,,201,11882.61532,7542.984083,8329.845214,23740.09628,0,2255.4935
,,,,,202,12113.25312,7627.225535,8626.79691,24644.51278,0,2326.6627
,,,,,203,12714.20356,7994.311345,9357.990355,25002.81732,0,2404.8112
,,,,,204,12552.33181,8084.254647,8570.308867,24471.07668,0,2449.636
,,,,,205,11644.06713,7708.534356,8453.754475,24127.43003,0,2331.9709
,,,,,206,11771.34799,7530.786073,8599.993409,24579.0392,0,2356.9391
,,,,,207,11751.07852,7724.495217,8533.109395,24632.37771,0,2376.7957
,,,,,208,11987.25272,7711.414951,8694.498721,24753.11603,0,2417.197
,,,,,209,13226.52037,7876.165112,8835.644803,24668.65726,0,2469.0011
,,,,,210,12919.78164,8229.877483,8707.925354,24112.98654,0,2478.0447
,,,,,211,12129.67728,8229.877483,8417.247351,23854.06439,0,2464.0861
,,,,,212,12456.05779,8147.82121,8662.322304,24189.38457,0,2464.381
,,,,,213,11994.92974,8021.863794,8487.963098,24333.32205,0,2469.6892
,,,,,214,11142.81616,7939.729634,8117.763056,25464.01259,0,2402.0588
,,,,,215,10272.68953,7427.176207,7585.242915,24298.42752,0,2306.6095
,,,,,216,9438.860343,7062.298644,7132.139085,23190.27255,0,2231.41
,,,,,217,9080.42099,6708.269085,6791.872055,22457.86456,0,2169.2844
,,,,,218,8981.444686,6613.342581,6726.832672,22160.19637,0,2173.9045
,,,,,219,8970.803797,6625.110887,6726.832672,21786.65592,0,2112.6636
,,,,,220,8970.803797,6464.911553,6726.832672,21786.65592,0,2132.4219
,,,,,221,9309.893135,6638.311182,6726.832672,21786.65592,0,2047.8839
,,,,,222,10713.39078,7088.098501,7364.727519,22293.34798,0,2138.5165
,,,,,223,11604.20064,7725.069579,7775.790106,23001.16944,0,2211.8483
,,,,,224,11438.81471,7614.511445,7872.014588,22797.27667,0,2238.3893
,,,,,225,11829.39711,7557.015007,8269.428534,23608.41934,0,2278.2991
,,,,,226,12066.05328,7649.21621,8565.066099,24471.32356,0,2350.2547
,,,,,227,12682.6852,8050.986984,9295.174139,24813.1821,0,2429.0913
,,,,,228,12516.58949,8149.428791,8508.828039,24305.84809,0,2474.4076
,,,,,229,11584.62413,7738.207687,8392.789446,23977.97466,0,2355.5629
,,,,,230,11715.22633,7543.66444,8538.381215,24408.85518,0,2380.7277
,,,,,231,11694.42794,7755.676646,8471.793189,24459.74548,0,2400.7809
,,,,,232,11936.76497,7741.360461,8632.468303,24574.94197,0,2441.5754
,,,,,233,13202.50872,7921.677428,8772.989756,24494.35982,0,2493.5761
,,,,,234,12893.62774,8318.116833,8645.835517,23964.19411,0,2493.5761
,,,,,235,12082.90602,8318.116833,8356.443881,23717.15637,0,2488.956
,,,,,236,12417.80326,8219.001589,8600.434279,24037.08552,0,2489.3492
,,,,,237,11944.64232,8081.142791,8426.846682,24174.41633,0,2493.5761
,,,,,238,11070.2933,7991.247992,8058.284925,25267.54001,0,2426.3389
,,,,,239,10177.46118,7430.264753,7528.1214,24141.12344,0,2329.9066
,,,,,240,9321.873665,7030.910877,7077.022737,23083.83226,0,2253.9207
,,,,,241,9085.609797,6767.906244,6775.974882,22353.43755,0,2181.1787
,,,,,242,8988.018137,6672.995938,6713.589932,22048.02645,0,2185.8971
,,,,,243,8978.781472,6684.762236,6713.589932,21662.68641,0,2124.263
,,,,,244,8978.781472,6531.991941,6713.589932,21662.68641,0,2144.2179
,,,,,245,9311.871708,6697.960278,6713.589932,21662.68641,0,2068.3303
,,,,,246,10695.73491,7147.670845,7338.676487,22184.64159,0,2150.2142
,,,,,247,11574.08266,7784.533227,7742.452992,22910.87483,0,2223.9392
,,,,,248,11411.01042,7673.993959,7836.971896,22701.67843,0,2250.6768
,,,,,249,11796.12872,7616.507333,8227.341681,23533.92047,0,2290.7832
,,,,,250,12029.47415,7708.692803,8517.739073,24419.27048,0,2363.132
,,,,,251,12637.47961,8110.395017,9243.518998,24770.02141,0,2442.4601
,,,,,252,12473.70752,8208.820025,8462.497832,24249.49068,0,2488.0713
,,,,,253,11554.78002,7797.669093,8348.516023,23913.08863,0,2368.4402
,,,,,254,11683.55514,7603.159044,8491.527178,24355.17718,0,2393.8016
,,,,,255,11663.04771,7815.135071,8426.119425,24407.39123,0,2414.0514
,,,,,256,11901.99454,7800.821329,8583.946573,24525.5842,0,2455.0425
,,,,,257,13153.17364,7981.107526,8721.977285,24442.90595,0,2504.7823
,,,,,258,12845.47113,8374.550938,8597.076853,23898.94962,0,2504.7823
,,,,,259,12046.09113,8374.550938,8312.814682,23645.48596,0,2502.6197
,,,,,260,12376.30326,8278.380951,8552.480352,23973.73707,0,2503.0129
,,,,,261,11909.76168,8140.545678,8381.969594,24114.64012,0,2504.7823
,,,,,262,11047.64449,8050.666219,8019.940592,25228.07629,0,2439.7077
,,,,,263,10167.30278,7489.778707,7499.174212,24080.48122,0,2342.6856
,,,,,264,9323.684634,7090.492979,7056.07127,22995.68787,0,2266.3065
,,,,,265,9121.808946,6985.391778,6728.975234,22366.30561,0,2205.5571
,,,,,266,9025.939099,6895.13006,6658.06557,22039.23504,0,2210.2755
,,,,,267,9018.448596,6906.32006,6658.06557,21620.8877,0,2147.9533
,,,,,268,9018.448596,6755.301802,6658.06557,21620.8877,0,2168.1048
,,,,,269,9344.078911,6918.871678,6658.06557,21620.8877,0,2078.7501
,,,,,270,10703.52657,7346.555983,7324.285972,22185.5388,0,2174.2977
,,,,,271,11566.3776,7952.225643,7751.461739,22963.27581,0,2248.8091
,,,,,272,11406.18245,7847.10045,7851.458109,22739.24339,0,2275.8416
,,,,,273,11784.50609,7792.429446,8264.450223,23630.50724,0,2316.3412
,,,,,274,12013.7346,7880.099787,8571.67644,24578.64542,0,2389.5747
,,,,,275,12611.013,8262.127129,9311.356112,24954.27127,0,2469.7875
,,,,,276,12450.13035,8355.731403,8513.233913,24396.825,0,2515.8902
,,,,,277,11547.41552,7964.71813,8392.646741,24036.56564,0,2394.9812
,,,,,278,11673.91865,7779.73494,8543.945539,24510.00668,0,2420.6375
,,,,,279,11653.77304,7981.328647,8474.74734,24565.92371,0,2440.9856
,,,,,280,11888.50412,7967.715974,8641.720732,24692.49881,0,2482.4682
,,,,,281,13121.572,8139.171979,8787.750465,24603.9571,0,2535.7468
,,,,,282,12815.33492,8510.03352,8655.611926,24021.42391,0,2537.0247
,,,,,283,12030.05841,8510.03352,8354.876471,23749.98484,0,2530.6352
,,,,,284,12354.4446,8421.885323,8608.431012,24101.51521,0,2530.9301
,,,,,285,11896.13423,8290.801049,8428.038981,24252.41097,0,2536.4349
,,,,,286,11049.2274,8205.323773,8045.030028,25422.66778,0,2466.9368
,,,,,287,10184.41759,7671.907831,7494.084705,24215.82956,0,2368.8334
,,,,,288,9355.683421,7292.178618,7025.303494,23054.1037,0,2291.6679
,,,,,289,9190.932211,7083.070717,6780.802832,22627.07198,0,2233.4743
,,,,,290,9093.847297,6985.894181,6693.668501,22287.45622,0,2238.1927
,,,,,291,9085.124544,6997.94143,6693.668501,21849.99098,0,2175.0841
,,,,,292,9085.124544,6844.316999,6693.668501,21849.99098,0,2195.5305
,,,,,293,9416.019255,7011.454609,6693.668501,21849.99098,0,2095.5594
,,,,,294,10792.69674,7471.903185,7438.176925,22439.37163,0,2201.7234
,,,,,295,11666.48365,8123.972313,7909.887351,23246.93972,0,2277.2178
,,,,,296,11504.25817,8010.793632,8020.308714,23014.31426,0,2304.6435
,,,,,297,11887.37673,7951.934363,8476.356789,23939.76364,0,2345.6346
,,,,,298,12119.51052,8046.321001,8815.61248,24924.26885,0,2419.7528
,,,,,299,12724.3589,8457.6149,9581.746854,25314.30229,0,2500.9486
,,,,,300,12561.4372,8558.390061,8751.077102,24735.47448,0,2547.6411
,,,,,301,11647.28125,8137.421832,8617.91827,24361.39693,0,2425.1593
,,,,,302,11775.3877,7938.267349,8784.990529,24852.99739,0,2451.2088
,,,,,303,11754.98675,8155.304856,8708.578161,24911.05918,0,2471.8518
,,,,,304,11992.69285,8140.649336,8892.95915,25042.48922,0,2513.8259
,,,,,305,13238.54165,8325.240334,9054.213024,24950.55139,0,2567.7926
,,,,,306,12931.27043,8729.69262,8908.298552,24345.67441,0,2576.6396
,,,,,307,12136.04121,8729.69262,8576.21031,24063.82396,0,2562.5827
,,,,,308,12464.53872,8629.611935,8856.198852,24428.83772,0,2562.9759
,,,,,309,12000.41966,8488.485487,8657.000283,24585.52127,0,2568.4807
,,,,,310,11142.77902,8396.459921,8234.061225,25788.68869,0,2498.0979
,,,,,311,10267.00849,7822.179762,7625.677806,24547.53673,0,2398.8149
,,,,,312,9427.770843,7413.360049,7108.024414,23341.25143,0,2320.5681
,,,,,313,9304.99806,7178.556672,6988.089813,23025.30067,0,2255.1003
,,,,,314,9207.840989,7077.083224,6894.613202,22675.98394,0,2259.917
,,,,,315,9199.04506,7089.663174,6894.613202,22223.7352,0,2196.3169
,,,,,316,9199.04506,6934.419251,6894.613202,22223.7352,0,2216.8616
,,,,,317,9530.252395,7103.773873,6894.613202,22223.7352,0,2121.4123
,,,,,318,10907.95306,7584.582373,7669.724689,22832.23875,0,2223.1528
,,,,,319,11782.3894,8265.484424,8158.843869,23662.87463,0,2299.3353
,,,,,320,11620.04334,8147.301256,8273.340399,23423.60434,0,2326.8593
,,,,,321,12003.44665,8085.839371,8746.2192,24375.48875,0,2368.2436
,,,,,322,12235.75297,8184.399559,9097.995324,25388.11588,0,2442.9516
,,,,,323,12841.05089,8613.879881,9874.470935,25789.29045,0,2524.8355
,,,,,324,12678.0081,8719.111076,9031.07823,25193.92869,0,2571.9212
,,,,,325,11763.17272,8279.528648,8893.005092,24809.16579,0,2448.4564
,,,,,326,11891.37438,8071.568035,9066.243252,25314.80859,0,2474.7025
,,,,,327,11870.95828,8298.202416,8987.01084,25374.52889,0,2495.4438
,,,,,328,12108.84104,8282.898865,9178.196519,25509.71317,0,2537.8111
,,,,,329,13355.44883,8475.652032,9345.401564,25415.14917,0,2576.6396
,,,,,330,13048.11619,8900.977818,9194.102031,24792.99417,0,2576.6396
,,,,,331,12252.29595,8900.977818,8849.757874,24503.09279,0,2576.6396
,,,,,332,12581.0376,8793.48221,9140.079561,24878.53299,0,2576.6396
,,,,,333,12116.5736,8646.115491,8933.52945,25039.69214,0,2576.6396
,,,,,334,11258.29554,8550.020777,8494.981573,26268.30872,0,2521.9848
,,,,,335,10381.87411,7950.347335,7864.145401,25000.62259,0,2421.8171
,,,,,336,9542.012716,7523.450601,7327.387702,23759.88032,0,2342.9805
,,,,,337,9346.404375,7297.049854,7140.228742,23201.96894,0,2273.2858
,,,,,338,9247.065406,7197.878648,7045.767194,22830.89825,0,2278.1025
,,,,,339,9236.056722,7210.173182,7045.767194,22345.49821,0,2214.1092
,,,,,340,9236.056722,7055.796967,7045.767194,22345.49821,0,2234.8505
,,,,,341,9576.717344,7223.963736,7045.767194,22345.49821,0,2150.5091
,,,,,342,10985.35763,7693.863598,7825.631243,22996.88394,0,2241.1417
,,,,,343,11879.43157,8359.317265,8317.45395,23879.24829,0,2317.7174
,,,,,344,11713.43963,8243.815449,8432.58334,23625.07726,0,2345.438
,,,,,345,12105.4532,8183.748019,8908.075901,24636.24098,0,2387.1172
,,,,,346,12342.97652,8280.072062,9261.796411,25711.93021,0,2462.2184
,,,,,347,12961.86788,8699.808285,10039.87798,26138.08822,0,2544.6921
,,,,,348,12795.16357,8802.651983,9194.509443,25505.64987,0,2576.6396
,,,,,349,11859.78333,8373.042852,9055.673128,25096.92557,0,2467.8215
,,,,,350,11990.86408,8169.800473,9229.868834,25634.05765,0,2494.1659
,,,,,351,11969.98948,8391.292947,9150.198478,25697.49707,0,2515.1038
,,,,,352,12213.21448,8376.336604,9342.440904,25841.10006,0,2557.6677
,,,,,353,13482.77299,8564.716565,9510.570148,25740.64702,0,2576.6396
,,,,,354,13173.58334,8978.858544,9358.434331,25079.74685,0,2576.6396
