CHP_NonRetrofitted_Min_Power_300-660,CHP_NonRetrofitted_Min_Power_0-300,MLT_Band,predicted_loss,predicted_loss_lo95_lat,predicted_loss_hi95_lat,sigma_latent_std,sigma_predictive_std,in_S_0p05,in_S_0p1,in_S_0p2,in_S_0p3
0.7309140687761521,0.5336050255006608,0.24244624735236547,0.016446897500556588,0.016322599851884632,0.016571195149228547,0.020693940506198234,0.033456512865280376,false,false,false,false
0.49006682595823003,0.4868662103684359,0.22094267024181385,0.017450435704015048,0.017382050641321485,0.01751882076670861,0.01138522276176018,0.028648252595324233,false,false,false,false
0.3431772880699654,0.31436924909664254,0.07519480633448106,0.013688689579923119,0.013429888662795018,0.01394749049705122,0.04308698385866364,0.050473629327276844,false,false,false,false
0.5675163697663943,0.5721672366197819,0.15555274572492747,0.014693073460147515,0.014614690917670849,0.014771456002624181,0.013049673007230757,0.029349498207401205,false,false,false,false
0.5727519517742521,0.30892251609830435,0.06568469842509567,0.012749582851509211,0.012614191999412838,0.012884973703605584,0.022540814474778986,0.034629285245540445,false,false,false,true
0.39236620111770504,0.6445316138507755,0.32437031245656694,0.02008972087181679,0.019995449895299548,0.020183991848334037,0.015694890453299647,0.030617456879559347,false,false,false,false
0.37400731678861493,0.39273231284194016,0.14679995593878348,0.015849083119312133,0.01572834448872076,0.01596982174990351,0.020101410323954495,0.03309328899403297,false,false,false,false
0.6427088517636628,0.4401891974715686,0.1583176816216858,0.01503534497961679,0.014961203026933647,0.015109486932299932,0.012343670006884569,0.029042473528772667,false,false,false,false
0.36619431274813513,0.46843889521678117,0.20195931297682768,0.017548714018109694,0.01744908098087224,0.017648347055347145,0.0165876037646145,0.031084524736312964,false,false,false,false
0.44422674870651324,0.6888653352144354,0.09592270310284809,0.01303943867562471,0.012932809392846526,0.013146067958402896,0.017752387576163216,0.03172138622577698,false,false,false,true
0.3098003944542784,0.686629064226363,0.13667529045827656,0.014993752802330305,0.014896147239839253,0.015091358364821356,0.016250055611225372,0.030905717703986695,false,false,false,false
0.44682311624038473,0.515804318859085,0.3545425695428116,0.02084817356654142,0.02077914128777934,0.020917205845303502,0.01149297581227761,0.028691245571640798,false,false,false,false
0.7380099900249459,0.6869286353876147,0.3050241119274746,0.01654877178726598,0.016390436989142478,0.01670710658538948,0.026360682824146508,0.03722881516226177,false,false,false,false
0.5947157093921288,0.5269038125692467,0.17283003901741167,0.01527795484813736,0.015199084890224803,0.015356824806049916,0.013130821332560234,0.02938566909733754,false,false,false,false
0.6792388646805874,0.3819015002049129,0.13106027868387832,0.014356773357349837,0.014273127330404586,0.01444041938429509,0.013925974655829768,0.029749484861849498,false,false,false,false
0.42961434252312913,0.7447061796265011,0.1514492709001775,0.01483912208273266,0.01471202663600235,0.01496621752946297,0.021159737463634788,0.03374660825861688,false,false,false,false
0.49874920779526405,0.3491023944187373,0.3046728032487282,0.02035708820378477,0.020274955788327664,0.020439220619241874,0.013673978045919008,0.02963235993016544,false,false,false,false
0.4944800651992679,0.47337992462598105,0.32583184814295824,0.020082811280978084,0.020011707122136818,0.02015391543981935,0.011837916875545692,0.028831152515689153,false,false,false,false
0.4096722604565031,0.675920848248325,0.12412034860246803,0.014176367976337175,0.01407579817225269,0.01427693778042166,0.016743563250636872,0.03116802832645461,false,false,false,false
0.5367349764703315,0.3681430422010674,0.17317120543190098,0.01623583145648598,0.016147554986844725,0.016324107926127235,0.014696883089675705,0.030118058569273604,false,false,false,false
0.5154721481181324,0.39312240649972957,0.2876262420664478,0.01957023559327078,0.019500927845420842,0.01963954334112072,0.01153883782959123,0.028709647470636156,false,false,false,false
0.5404743354413281,0.5907472861268642,0.3041621227331427,0.018663015321757553,0.018586938875267377,0.018739091768247725,0.012665738044213183,0.029180815609492972,false,false,false,false
0.34279070251912375,0.5790547295625474,0.14114561558541652,0.01527493326545662,0.015171302463327279,0.01537856406758596,0.017253179579719665,0.03144473382047708,false,false,false,false
0.7380734758615417,0.6054402810458694,0.07031890032734056,0.011346149567050361,0.011202753444797691,0.011489545689303032,0.023873587750222438,0.03551122740061473,false,true,true,true
0.35852790741648777,0.5810744540678998,0.17525040933297642,0.01639812173758842,0.016295936067254976,0.01650030740792186,0.017012583947159713,0.03131336922130475,false,false,false,false
0.5831565640002878,0.562940784589846,0.1712939802285804,0.015138217879739579,0.015060850810232687,0.01521558494924647,0.012880609976299015,0.029274719346086536,false,false,false,false
0.32648903353582137,0.38658961973437467,0.38342823587508956,0.023090618980910978,0.022935442214962208,0.023245795746859744,0.02583491157554404,0.03685840115288208,false,false,false,false
0.4672154191312354,0.5320084898031497,0.10780203227057598,0.013700590676297423,0.01361038165190009,0.013790799700694755,0.015018628300261233,0.030276364964308498,false,false,false,false
