Chinese_Name,Start_Year,Retired_Year,region,major_area,Retrofitted,Resource,technology,Captive_industry_use,captive,cluster,R_ID,Zone,STOR,SOLAR,BIOPOWER,COAL,GEOTHERMAL,WIND,GAS,LHYDRO,SHYDRO,HYDRO,NUCLEAR,NONDISP,RENEW,OTHER,Commit,Existing_Cap_MW,num_units,Cap_Size,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Eff_Up,Eff_Down,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Existing_Cap_MWh,CHP,Dummy,Dummy_tech
 华能国际仙人岛热电,2017,,LN,Yingkou,0,Yingkou Xianrendao power station Unit 2,cogen_conventional_steam_coal,,0,1,66,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 伊品能源热电联产,2019,,HL,Yichun,0,Yipin Captive power station Unit 2,cogen_conventional_steam_coal,both,1,1,67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,1,35,1.78,117,13.7,10.33,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 伊品能源热电联产,2019,,HL,Yichun,0,Yipin Captive power station Unit 3,cogen_conventional_steam_coal,both,1,1,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,1,35,1.78,117,13.7,10.33,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"中石油吉林油田热电厂, CNPC Jilin power station 华能松原热电厂",2007,,JL,Songyuan,0,Huaneng Songyuan Cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,69,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"通辽盛发热电 (Unit 6 & 7), 通辽发电总厂热电厂六期扩建工程项目 (Unit 6 & 7), 内蒙公司通辽电投发电公司2×350兆瓦智慧热电联产机组项目 (Unit 8 & 9) 国家电投内蒙能源通辽发电总厂",2006,,IME,Tongliao,0,Tongliao power station Unit 7,cogen_conventional_steam_coal,,0,1,70,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,135,1,135,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电吉林龙华延吉热电厂,2010,,JL,Yanbian,0,Longhua Yanji power station Unit 2,cogen_conventional_steam_coal,,0,1,71,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投吉电股份松花江热电,2014,,JL,Jilin,0,Songhuajiang power station Unit 2,cogen_conventional_steam_coal,,0,1,72,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投吉电股份松花江热电,2012,,JL,Jilin,0,Songhuajiang power station Unit 3,cogen_conventional_steam_coal,,0,1,73,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 公主岭隆盛热电,2017,,JL,Siping,0,Longsheng Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,74,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Shenzhen Manzhouli power station (Unit 1, Unit 2) 华能内蒙古东部能源公司满洲里达赉湖热电",2012,,IME,Hulunbuir,0,Manzhouli Dalaihu power station Unit 1,cogen_conventional_steam_coal,,0,1,75,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.19,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Shenzhen Manzhouli power station (Unit 1, Unit 2) 华能内蒙古东部能源公司满洲里达赉湖热电",2012,,IME,Hulunbuir,0,Manzhouli Dalaihu power station Unit 2,cogen_conventional_steam_coal,,0,1,76,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.19,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 牡丹江热电厂,2010,,HL,Mudanjiang,0,Mudanjiang Cogen power station,cogen_conventional_steam_coal,,0,1,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,80,1,80,1.78,117,13.7,12.05,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 盘锦辽河富腾热电厂,2008,,LN,Panjin,0,Panjin Liaohe Futeng power station Unit 1,cogen_conventional_steam_coal,both,1,1,78,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 盘锦辽河富腾热电厂,2008,,LN,Panjin,0,Panjin Liaohe Futeng power station Unit 2,cogen_conventional_steam_coal,both,1,1,79,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华润电力盘锦热电厂,2014,,LN,Panjin,0,Panjin Xinli power station Unit 1,cogen_conventional_steam_coal,,0,1,80,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华润电力盘锦热电厂,2014,,LN,Panjin,0,Panjin Xinli power station Unit 2,cogen_conventional_steam_coal,,0,1,81,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华润沈海热电厂,1991,,LN,Shenyang,0,Shenhai power station Unit 1,cogen_conventional_steam_coal,,0,1,82,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投吉电股份松花江热电,2014,,JL,Jilin,0,Songhuajiang power station Unit 4,cogen_conventional_steam_coal,,0,1,83,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华润沈海热电厂,1991,,LN,Shenyang,0,Shenhai power station Unit 2,cogen_conventional_steam_coal,,0,1,84,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电沈西热电厂,2012,,LN,Shenyang,0,Shenxi power station Unit 1,cogen_conventional_steam_coal,,0,1,85,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电沈西热电厂,2012,,LN,Shenyang,0,Shenxi power station Unit 2,cogen_conventional_steam_coal,,0,1,86,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,330,1,330,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电沈阳热电厂,2003,,LN,Shenyang,0,Shenyang CHP power station,cogen_conventional_steam_coal,,0,1,87,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"吉长电力 (Phase II Unit 4, Phase II Unit 5 (Replacement)) 国家电投吉电股份四平热电厂, 吉电股份-四平第一热电公司",2013,,JL,Siping,0,Siping power station Unit 1,cogen_conventional_steam_coal,,0,1,88,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"吉长电力 (Phase II Unit 4, Phase II Unit 5 (Replacement)) 国家电投吉电股份四平热电厂, 吉电股份-四平第一热电公司",1996,,JL,Siping,0,Siping power station Unit 2,cogen_conventional_steam_coal,,0,1,89,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"吉长电力 (Phase II Unit 4, Phase II Unit 5 (Replacement)) 国家电投吉电股份四平热电厂, 吉电股份-四平第一热电公司",1996,,JL,Siping,0,Siping power station Unit 3,cogen_conventional_steam_coal,,0,1,90,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"吉长电力 (Phase II Unit 4, Phase II Unit 5 (Replacement)) 国家电投吉电股份四平热电厂, 吉电股份-四平第一热电公司",1999,,JL,Siping,0,Siping power station Unit 4,cogen_conventional_steam_coal,,0,1,91,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投吉电股份松花江热电,2003,,JL,Jilin,0,Songhuajiang power station Unit 5,cogen_conventional_steam_coal,,0,1,92,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,125,1,125,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投吉电股份松花江热电,2003,,JL,Jilin,0,Songhuajiang power station Unit 6,cogen_conventional_steam_coal,,0,1,93,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,125,1,125,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华润沈海热电厂,1991,,LN,Shenyang,0,Shenhai power station Unit 3,cogen_conventional_steam_coal,,0,1,94,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"中石油吉林油田热电厂, CNPC Jilin power station 华能松原热电厂",2001,,JL,Songyuan,0,Huaneng Songyuan Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,95,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 内蒙古源源能源集团霍林郭勒金源口热电,2010,,IME,Tongliao,0,Jinyuankou Cogen power station Unit 3,cogen_conventional_steam_coal,,0,1,96,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Ulanhot Xing'an-2 power station, 乌兰浩特第二热电 华能北方联合电力兴安热电",2008,,IME,Hinggan,0,Huaneng Hinggan-2 power station Unit 1,cogen_conventional_steam_coal,,0,1,97,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电电力大连开发区热电厂,2012,,LN,Dalian,0,Dalian ETDC power station Unit 1,cogen_conventional_steam_coal,,0,1,98,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电电力大连开发区热电厂,2012,,LN,Dalian,0,Dalian ETDC power station Unit 2,cogen_conventional_steam_coal,,0,1,99,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 大化集团大孤山自备热电厂,2008,,LN,Dalian,0,Dahua Dagushan power station Unit 1,cogen_conventional_steam_coal,both,1,1,100,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,60,1.78,117,13.7,11.19,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 大化集团大孤山自备热电厂,2008,,LN,Dalian,0,Dahua Dagushan power station Unit 2,cogen_conventional_steam_coal,both,1,1,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,60,1.78,117,13.7,11.19,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Longhua Changchun (Unit 1, Unit 2), Changchun-4 power station (Unit 3, Unit 4) 国电吉林龙华长春热电一厂",2011,,JL,Changchun,0,Guodian Changchun power station Unit 1,cogen_conventional_steam_coal,,0,1,102,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Longhua Changchun (Unit 1, Unit 2), Changchun-4 power station (Unit 3, Unit 4) 国电吉林龙华长春热电一厂",2012,,JL,Changchun,0,Guodian Changchun power station Unit 2,cogen_conventional_steam_coal,,0,1,103,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Huaneng Manzhouli Guangming power station 华能呼伦贝尔能源开发安泰海拉尔热电厂,2009,,IME,Hulunbuir,0,Hailar power station Unit 1,cogen_conventional_steam_coal,,0,1,104,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Huaneng Manzhouli Guangming power station 华能呼伦贝尔能源开发安泰海拉尔热电厂,2009,,IME,Hulunbuir,0,Hailar power station Unit 2,cogen_conventional_steam_coal,,0,1,105,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"国电哈尔滨热电公司平南热电厂, 国能黑龙江公司哈热二期2×660MW热电联产, Guodian Pingnan power station (Unit 1 & 2), Guoneng Harbin cogen power station (Phase II Unit 3 & 4) 国能哈尔滨热电厂",2013,,HL,Harbin,1,Harbin Pingnan cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"国电哈尔滨热电公司平南热电厂, 国能黑龙江公司哈热二期2×660MW热电联产, Guodian Pingnan power station (Unit 1 & 2), Guoneng Harbin cogen power station (Phase II Unit 3 & 4) 国能哈尔滨热电厂",2014,,HL,Harbin,1,Harbin Pingnan cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Huadian Harbin-1 power station 华电哈尔滨热电厂,2017,,HL,Harbin,0,Harbin-1 power station Unit 1,cogen_conventional_steam_coal,,0,1,108,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.57,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Huadian Harbin-1 power station 华电哈尔滨热电厂,2006,,HL,Harbin,0,Harbin-1 power station Unit 2,cogen_conventional_steam_coal,,0,1,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Huadian Harbin-1 power station 华电哈尔滨热电厂,2007,,HL,Harbin,0,Harbin-1 power station Unit 3,cogen_conventional_steam_coal,,0,1,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Huadian Harbin-3 power station 华电哈尔滨第三发电厂 660MW“上大压小”热电联产机组, 华电哈尔滨第三发电厂",1986,,HL,Harbin,0,Harbin-3 power station Unit 1,cogen_conventional_steam_coal,,0,1,111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,220,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"一电厂, Huadian Fulaerji-1 power station 华电富拉尔基热电厂",2016,,HL,Qiqihar,0,Fulaerji-1 power station,cogen_conventional_steam_coal,,0,1,112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油抚顺石化热电厂,2003,,LN,Fushun,0,CNPC Fushun Petrochemical power station Unit 1,cogen_conventional_steam_coal,both,1,1,113,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,60,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Huadian Harbin-3 power station 华电哈尔滨第三发电厂 660MW“上大压小”热电联产机组, 华电哈尔滨第三发电厂",1987,,HL,Harbin,0,Harbin-3 power station Unit 2,cogen_conventional_steam_coal,,0,1,114,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,220,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Huadian Harbin-3 power station 华电哈尔滨第三发电厂 660MW“上大压小”热电联产机组, 华电哈尔滨第三发电厂",1996,,HL,Harbin,0,Harbin-3 power station Unit 3,cogen_conventional_steam_coal,,0,1,115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Huadian Harbin-3 power station 华电哈尔滨第三发电厂 660MW“上大压小”热电联产机组, 华电哈尔滨第三发电厂",1999,,HL,Harbin,0,Harbin-3 power station Unit 4,cogen_conventional_steam_coal,,0,1,116,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油抚顺石化热电厂,2000,,LN,Fushun,0,CNPC Fushun Petrochemical power station Unit 2,cogen_conventional_steam_coal,both,1,1,117,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油抚顺石化热电厂,2012,,LN,Fushun,0,CNPC Fushun Petrochemical power station Unit 3,cogen_conventional_steam_coal,both,1,1,118,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油抚顺石化热电厂,2012,,LN,Fushun,0,CNPC Fushun Petrochemical power station Unit 4,cogen_conventional_steam_coal,both,1,1,119,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 公主岭范家屯凯旋热电,2018,,JL,Siping,0,Fanjiatun Kaixuan Cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,120,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,10.33,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 公主岭范家屯凯旋热电,2018,,JL,Siping,0,Fanjiatun Kaixuan Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,121,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,30,1.78,117,13.7,10.33,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 大唐哈尔滨第一热电厂,2010,,HL,Harbin,1,Datang Harbin Cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,122,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 大唐哈尔滨第一热电厂,2010,,HL,Harbin,1,Datang Harbin Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 大唐双鸭山热电厂,2006,,HL,Shuangyashan,0,Datang Shuangyashan power station Unit 1,cogen_conventional_steam_coal,,0,1,124,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电电力大连开发区热电厂,1998,,LN,Dalian,0,Dalian ETDC power station Unit 3,cogen_conventional_steam_coal,,0,1,125,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,60,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电电力大连开发区热电厂,1999,,LN,Dalian,0,Dalian ETDC power station Unit 4,cogen_conventional_steam_coal,,0,1,126,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,60,1.78,117,13.7,12.18,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投大连发电公司甘井子热电厂,2010,,LN,Dalian,0,Dalian Ganjingzi power station Unit 1,cogen_conventional_steam_coal,,0,1,127,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投大连发电公司甘井子热电厂,2010,,LN,Dalian,0,Dalian Ganjingzi power station Unit 2,cogen_conventional_steam_coal,,0,1,128,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
大庆油田热电厂上大压小热电联产项目 (Unit 4) 中石油大庆油田热电厂,1993,,HL,Daqing,0,Daqing Oil Central power station Unit 1,cogen_conventional_steam_coal,both,1,1,129,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
大庆油田热电厂上大压小热电联产项目 (Unit 4) 中石油大庆油田热电厂,1992,,HL,Daqing,0,Daqing Oil Central power station Unit 2,cogen_conventional_steam_coal,both,1,1,130,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
大庆油田热电厂上大压小热电联产项目 (Unit 4) 中石油大庆油田热电厂,1991,,HL,Daqing,0,Daqing Oil Central power station Unit 3,cogen_conventional_steam_coal,both,1,1,131,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
大庆高新区林源化工园区热电站 大庆林源热电厂,2021,,HL,Daqing,0,Daqing Hegong Linyuan power station Unit 1,cogen_conventional_steam_coal,both,1,1,132,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,10.33,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
大庆高新区林源化工园区热电站 大庆林源热电厂,2020,,HL,Daqing,0,Daqing Hegong Linyuan power station Unit 2,cogen_conventional_steam_coal,both,1,1,133,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,10.33,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆石化热电厂,1987,,HL,Daqing,0,Daqing Ethylene Plant power station Unit 1,cogen_conventional_steam_coal,both,1,1,134,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆石化热电厂,1987,,HL,Daqing,0,Daqing Ethylene Plant power station Unit 2,cogen_conventional_steam_coal,both,1,1,135,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆石化热电厂,1986,,HL,Daqing,0,Daqing Ethylene Plant power station Unit 3,cogen_conventional_steam_coal,both,1,1,136,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
抚顺热电新建项目（New Fushun Cogen Power Station） 抚顺矿业中机热电,2017,,LN,Fushun,0,Fushun Zhongji power station Unit 1,cogen_conventional_steam_coal,,1,1,137,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,9.57,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
抚顺热电新建项目（New Fushun Cogen Power Station） 抚顺矿业中机热电,2017,,LN,Fushun,0,Fushun Zhongji power station Unit 2,cogen_conventional_steam_coal,,1,1,138,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,9.57,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆石化热电厂,1986,,HL,Daqing,0,Daqing Ethylene Plant power station Unit 4,cogen_conventional_steam_coal,both,1,1,139,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆石化热电厂,1985,,HL,Daqing,0,Daqing Ethylene Plant power station Unit 5,cogen_conventional_steam_coal,both,1,1,140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆石化热电厂,1986,,HL,Daqing,0,Daqing Ethylene Plant power station Unit 6,cogen_conventional_steam_coal,both,1,1,141,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 大唐双鸭山热电厂,2006,,HL,Shuangyashan,0,Datang Shuangyashan power station Unit 2,cogen_conventional_steam_coal,,0,1,142,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆石化热电厂,1986,,HL,Daqing,0,Daqing Ethylene Plant power station Unit 7,cogen_conventional_steam_coal,both,1,1,143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
大唐国际沈抚连接带热电厂 大唐国际沈东热电厂,2018,,LN,Shenyang,0,Dangtang Shendong power station Unit 1,cogen_conventional_steam_coal,,0,1,144,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
大唐国际沈抚连接带热电厂 大唐国际沈东热电厂,2018,,LN,Shenyang,0,Dangtang Shendong power station Unit 2,cogen_conventional_steam_coal,,0,1,145,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆油田宏伟热电厂,1997,,HL,Daqing,0,Daqing Oil Hongwei power station Unit 1,cogen_conventional_steam_coal,both,1,1,146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
