Chinese_Name,Start_Year,Retired_Year,region,major_area,Retrofitted,Resource,technology,Captive_industry_use,captive,cluster,R_ID,Zone,STOR,SOLAR,BIOPOWER,COAL,GEOTHERMAL,WIND,GAS,LHYDRO,SHYDRO,HYDRO,NUCLEAR,NONDISP,RENEW,OTHER,Commit,Existing_Cap_MW,num_units,Cap_Size,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Eff_Up,Eff_Down,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Existing_Cap_MWh,CHP,Dummy,Dummy_tech
 中石油大庆油田宏伟热电厂,2004,,HL,Daqing,0,Daqing Oil Hongwei power station Unit 2,cogen_conventional_steam_coal,both,1,1,147,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,12.18,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
阜新金山煤矸石热电有限公司煤矸石热电厂 华电金山阜新煤矸石发电厂,2007,,LN,Fuxin,0,Fuxin Jinshan power station Unit 1,cogen_conventional_steam_coal,,0,1,148,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,150,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
阜新金山煤矸石热电有限公司煤矸石热电厂 华电金山阜新煤矸石发电厂,2007,,LN,Fuxin,0,Fuxin Jinshan power station Unit 2,cogen_conventional_steam_coal,,0,1,149,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,150,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
阜新金山煤矸石热电有限公司煤矸石热电厂 华电金山阜新煤矸石发电厂,2007,,LN,Fuxin,0,Fuxin Jinshan power station Unit 3,cogen_conventional_steam_coal,,0,1,150,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,150,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
阜新金山煤矸石热电有限公司煤矸石热电厂 华电金山阜新煤矸石发电厂,2007,,LN,Fuxin,0,Fuxin Jinshan power station Unit 4,cogen_conventional_steam_coal,,0,1,151,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,150,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华电丹东金山热电厂,2012,,LN,Dandong,1,Dandong Jinshan power station Unit 1,cogen_conventional_steam_coal,,0,1,152,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华电丹东金山热电厂,2012,,LN,Dandong,1,Dandong Jinshan power station Unit 2,cogen_conventional_steam_coal,,0,1,153,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投大连泰山热电厂,2006,,LN,Dalian,0,Dalian Taishan power station Unit 1,cogen_conventional_steam_coal,,0,1,154,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,135,1,135,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投大连泰山热电厂,2005,,LN,Dalian,0,Dalian Taishan power station Unit 2,cogen_conventional_steam_coal,,0,1,155,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,135,1,135,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Dalian Hong Sea power station 大连热电集团北海热电厂,1987,,LN,Dalian,0,Dalian Heung Hoi power station,cogen_conventional_steam_coal,,0,1,156,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.62,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆石化热电厂,1986,,HL,Daqing,0,Daqing Ethylene Plant power station Unit 8,cogen_conventional_steam_coal,both,1,1,157,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,40,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
大庆油田热电厂上大压小热电联产项目 (Unit 4) 中石油大庆油田热电厂,2013,,HL,Daqing,0,Daqing Oil Central power station Unit 4,cogen_conventional_steam_coal,both,1,1,158,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 中石油大庆油田宏伟热电厂,1997,,HL,Daqing,0,Daqing Oil Hongwei power station Unit 3,cogen_conventional_steam_coal,both,1,1,159,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
" 大唐长春二热退城进郊2×660MW煤电项目, 大唐长春第二热电厂",2007,,JL,Changchun,0,Changchun-2 power station Unit 1,cogen_conventional_steam_coal,,0,1,160,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,220,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"大唐长春第三热电厂背压机组 (Unit 3, Unit 4) 大唐长春第三热电厂",2009,,JL,Changchun,0,Changchun-3 power station Unit 1,cogen_conventional_steam_coal,,0,1,161,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"大唐长春第三热电厂背压机组 (Unit 3, Unit 4) 大唐长春第三热电厂",2009,,JL,Changchun,0,Changchun-3 power station Unit 2,cogen_conventional_steam_coal,,0,1,162,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"中石油吉林油田热电厂, CNPC Jilin power station 华能松原热电厂",2000,,JL,Songyuan,0,Huaneng Songyuan Cogen power station Unit 3,cogen_conventional_steam_coal,,0,1,163,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
" 大唐长春二热退城进郊2×660MW煤电项目, 大唐长春第二热电厂",2007,,JL,Changchun,0,Changchun-2 power station Unit 2,cogen_conventional_steam_coal,,0,1,164,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,220,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
" 大唐长春二热退城进郊2×660MW煤电项目, 大唐长春第二热电厂",2005,,JL,Changchun,0,Changchun-2 power station Unit 3,cogen_conventional_steam_coal,,0,1,165,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,220,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 辽宁能源控股集团红阳热电厂,2010,,LN,Liaoyang,0,Hongyang cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,166,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 辽宁能源控股集团红阳热电厂,2010,,LN,Liaoyang,0,Hongyang cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,167,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Kaibo Cogen power station 舒兰宏源煤矸石热电,2018,,JL,Jilin,0,Hongyuan Waste Coal Cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,168,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,1,35,1.78,117,13.7,10.33,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Kaibo Cogen power station 舒兰宏源煤矸石热电,2018,,JL,Jilin,0,Hongyuan Waste Coal Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,169,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,1,35,1.78,117,13.7,10.33,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能长春热电厂,2009,,JL,Changchun,1,Huaneng Changchun power station Unit 1,cogen_conventional_steam_coal,,0,1,170,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能长春热电厂,2010,,JL,Changchun,1,Huaneng Changchun power station Unit 2,cogen_conventional_steam_coal,,0,1,171,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
" 大唐长春二热退城进郊2×660MW煤电项目, 大唐长春第二热电厂",2005,,JL,Changchun,0,Changchun-2 power station Unit 4,cogen_conventional_steam_coal,,0,1,172,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,220,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
" 大唐长春二热退城进郊2×660MW煤电项目, 大唐长春第二热电厂",1992,,JL,Changchun,0,Changchun-2 power station Unit 5,cogen_conventional_steam_coal,,0,1,173,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,220,1.78,117,13.7,12.62,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
" 大唐长春二热退城进郊2×660MW煤电项目, 大唐长春第二热电厂",1991,,JL,Changchun,0,Changchun-2 power station Unit 6,cogen_conventional_steam_coal,,0,1,174,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,220,1.78,117,13.7,12.62,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
长春热电五厂 国家电投吉电股份长春东南热电厂,2018,,JL,Changchun,0,Changchun Southeast power station Unit 1,cogen_conventional_steam_coal,,0,1,175,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
长春热电五厂 国家电投吉电股份长春东南热电厂,2018,,JL,Changchun,0,Changchun Southeast power station Unit 2,cogen_conventional_steam_coal,,0,1,176,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,1983,,IME,Hulunbuir,0,East Hailar power station Unit 1,cogen_conventional_steam_coal,,0,1,177,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.48,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能大庆热电厂,2013,,HL,Daqing,0,Huaneng Daqing power station Unit 1,cogen_conventional_steam_coal,,0,1,178,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能大庆热电厂,2013,,HL,Daqing,0,Huaneng Daqing power station Unit 2,cogen_conventional_steam_coal,,0,1,179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,10.09,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,1983,,IME,Hulunbuir,0,East Hailar power station Unit 2,cogen_conventional_steam_coal,,0,1,180,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.48,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投本溪热电,2018,,LN,Benxi,1,Benxi Cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,181,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投本溪热电,2018,,LN,Benxi,1,Benxi Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,182,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
" 国电北安热电厂, 国能北安2×350MW热电联产扩建工程",1997,,HL,Heihe,0,Bei'an power station Unit 1,cogen_conventional_steam_coal,,0,1,183,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
" 国电北安热电厂, 国能北安2×350MW热电联产扩建工程",1997,,HL,Heihe,0,Bei'an power station Unit 2,cogen_conventional_steam_coal,,0,1,184,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.18,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"大连开发区第二热电 (Unit 3, Unit 4), 华能大连热电 (Unit 3, Unit 4), 华能大连第二热电厂“上大压小”新建工程 华能大连第二热电厂",2020,,LN,Dalian,0,Huaneng Dalian-2 power station Unit 1,cogen_conventional_steam_coal,both,1,1,185,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"大唐长春第三热电厂背压机组 (Unit 3, Unit 4) 大唐长春第三热电厂",2018,,JL,Changchun,0,Changchun-3 power station Unit 3,cogen_conventional_steam_coal,,0,1,186,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,80,1,80,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
安达鑫玛热电 鑫玛热电集团安达热电,2014,,HL,Suihua,0,Anda Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,187,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"乌兰浩特第一热电, Ulanhot Xing'an-1 power station 华能北方联合电力兴安热电",2008,,IME,Hinggan,0,Huaneng Hinggan-1 power station Unit 1,cogen_conventional_steam_coal,,0,1,188,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
吉能松原长山1×660MW超超临界燃煤发电项目 (Unit 11) 大唐长山热电厂,2014,,JL,Songyuan,0,Changshan power station,cogen_conventional_steam_coal,,0,1,189,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,660,1,660,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"Ulanhot Xing'an-2 power station, 乌兰浩特第二热电 华能北方联合电力兴安热电",2008,,IME,Hinggan,0,Huaneng Hinggan-2 power station Unit 2,cogen_conventional_steam_coal,,0,1,190,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"通化热电 (Phase II Unit 1, Phase II Unit 2) 国家电投吉电股份二道江发电厂",2002,,JL,Tonghua,0,Erdaojiang power station Unit 1,cogen_conventional_steam_coal,,0,1,191,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,12.18,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投赤峰新城热电,2017,,IME,Chifeng,0,Chifeng New City Region power station Unit 1,cogen_conventional_steam_coal,,0,1,192,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"龙煤鹤岗矿业热电厂 (Unit 3, Unit 4), 龙煤鹤岗矿业立达矸石电厂 (Unit 1, Unit 2), 龙煤鹤岗矿业煤矸石热电厂 (Unit 5, Unit 6) 龙煤鹤岗矿业热电厂",1992,,HL,Hegang,0,Heilongjiang Hegang Mining power station Unit 1,cogen_conventional_steam_coal,,1,1,193,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"龙煤鹤岗矿业热电厂 (Unit 3, Unit 4), 龙煤鹤岗矿业立达矸石电厂 (Unit 1, Unit 2), 龙煤鹤岗矿业煤矸石热电厂 (Unit 5, Unit 6) 龙煤鹤岗矿业热电厂",1992,,HL,Hegang,0,Heilongjiang Hegang Mining power station Unit 2,cogen_conventional_steam_coal,,1,1,194,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,12.62,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"龙煤鹤岗矿业热电厂 (Unit 3, Unit 4), 龙煤鹤岗矿业立达矸石电厂 (Unit 1, Unit 2), 龙煤鹤岗矿业煤矸石热电厂 (Unit 5, Unit 6) 龙煤鹤岗矿业热电厂",2009,,HL,Hegang,0,Heilongjiang Hegang Mining power station Unit 3,cogen_conventional_steam_coal,,1,1,195,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"龙煤鹤岗矿业热电厂 (Unit 3, Unit 4), 龙煤鹤岗矿业立达矸石电厂 (Unit 1, Unit 2), 龙煤鹤岗矿业煤矸石热电厂 (Unit 5, Unit 6) 龙煤鹤岗矿业热电厂",2009,,HL,Hegang,0,Heilongjiang Hegang Mining power station Unit 4,cogen_conventional_steam_coal,,1,1,196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投赤峰新城热电,2017,,IME,Chifeng,0,Chifeng New City Region power station Unit 2,cogen_conventional_steam_coal,,0,1,197,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,9.57,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 赤峰富龙热电,2020,,IME,Chifeng,0,Chifeng Fulong Cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,198,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,10.44,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华电齐齐哈尔热电厂,2007,,HL,Qiqihar,0,Heilongjiang Qiqihar power station Unit 1,cogen_conventional_steam_coal,,0,1,199,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华电齐齐哈尔热电厂,2007,,HL,Qiqihar,0,Heilongjiang Qiqihar power station Unit 2,cogen_conventional_steam_coal,,0,1,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,HL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 赤峰富龙热电,2020,,IME,Chifeng,0,Chifeng Fulong Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,201,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,10.44,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 赤峰经济开发区自备热电联产项目,2021,,IME,Chifeng,0,Chifeng Economic Development Zone Captive Cogen power station Unit 1,cogen_conventional_steam_coal,both,1,1,202,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 赤峰经济开发区自备热电联产项目,2021,,IME,Chifeng,0,Chifeng Economic Development Zone Captive Cogen power station Unit 2,cogen_conventional_steam_coal,both,1,1,203,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"通化热电 (Phase II Unit 1, Phase II Unit 2) 国家电投吉电股份二道江发电厂",1992,,JL,Tonghua,0,Erdaojiang power station Unit 2,cogen_conventional_steam_coal,,0,1,204,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1.78,117,13.7,12.62,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"通化热电 (Phase II Unit 1, Phase II Unit 2) 国家电投吉电股份二道江发电厂",2007,,JL,Tonghua,0,Erdaojiang power station Unit 3,cogen_conventional_steam_coal,,0,1,205,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投内蒙能源赤峰热电厂B厂,2007,,IME,Chifeng,0,Chifeng Cogen power station Unit 1,cogen_conventional_steam_coal,,0,1,206,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,135,1,135,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投内蒙能源赤峰热电厂B厂,2007,,IME,Chifeng,0,Chifeng Cogen power station Unit 2,cogen_conventional_steam_coal,,0,1,207,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,135,1,135,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"通化热电 (Phase II Unit 1, Phase II Unit 2) 国家电投吉电股份二道江发电厂",2007,,JL,Tonghua,0,Erdaojiang power station Unit 4,cogen_conventional_steam_coal,,0,1,208,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,200,1,200,1.78,117,13.7,11.31,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,2005,,IME,Hulunbuir,0,East Hailar power station Unit 3,cogen_conventional_steam_coal,,0,1,209,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.19,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电电力朝阳热电,2018,,LN,Chaoyang,0,Chaoyang GDP power station Unit 1,cogen_conventional_steam_coal,,0,1,210,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电电力朝阳热电,2017,,LN,Chaoyang,0,Chaoyang GDP power station Unit 2,cogen_conventional_steam_coal,,0,1,211,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 长兴岛恒力石化热电厂,2012,,LN,Dalian,0,Changxing Island Hengli Petrochemical power station Unit 1,cogen_conventional_steam_coal,both,1,1,212,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,60,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 长兴岛恒力石化热电厂,2012,,LN,Dalian,0,Changxing Island Hengli Petrochemical power station Unit 2,cogen_conventional_steam_coal,both,1,1,213,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,60,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"乌兰浩特第一热电, Ulanhot Xing'an-1 power station 华能北方联合电力兴安热电",2008,,IME,Hinggan,0,Huaneng Hinggan-1 power station Unit 2,cogen_conventional_steam_coal,,0,1,214,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,11.31,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"大唐长春第三热电厂背压机组 (Unit 3, Unit 4) 大唐长春第三热电厂",2018,,JL,Changchun,0,Changchun-3 power station Unit 4,cogen_conventional_steam_coal,,0,1,215,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,80,1,80,1.78,117,13.7,10.44,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
"大连开发区第二热电 (Unit 3, Unit 4), 华能大连热电 (Unit 3, Unit 4), 华能大连第二热电厂“上大压小”新建工程 华能大连第二热电厂",2020,,LN,Dalian,0,Huaneng Dalian-2 power station Unit 2,cogen_conventional_steam_coal,both,1,1,216,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能国际营口电厂,2007,,LN,Yingkou,0,Yingkou power station Unit 1,conventional_steam_coal,,0,1,217,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.1,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能国际营口电厂,1996,,LN,Yingkou,0,Yingkou power station Unit 2,conventional_steam_coal,,0,1,218,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,320,1,320,1.78,117,13.7,10.93,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能国际营口电厂,1996,,LN,Yingkou,0,Yingkou power station Unit 3,conventional_steam_coal,,0,1,219,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,320,1,320,1.78,117,13.7,10.93,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国电电力庄河发电厂,2007,,LN,Dalian,1,Zhuanghe power station Unit 1,conventional_steam_coal,,0,1,220,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 国电电力庄河发电厂,2007,,LN,Dalian,1,Zhuanghe power station Unit 2,conventional_steam_coal,,0,1,221,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.25,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,0,,
 华能国际营口电厂,2007,,LN,Yingkou,0,Yingkou power station Unit 4,conventional_steam_coal,,0,1,222,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600,1,600,1.78,117,13.7,9.1,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
Huaneng Yimin power station 华能呼伦贝尔能源开发伊敏发电厂,1999,,IME,Hulunbuir,0,Yimin power station Unit 1,conventional_steam_coal,,0,1,223,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,500,1,500,1.78,117,13.7,10.09,IME_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 辽宁能源投资调兵山煤矸石发电厂,2010,,LN,Tieling,1,Diaobingshan power station Unit 1,cogen_conventional_steam_coal,,0,1,224,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,1,300,1.78,117,13.7,10.44,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 国家电投吉电股份白城发电厂,2010,,JL,Baicheng,1,CPI Baicheng power station Unit 1,cogen_conventional_steam_coal,,0,1,225,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,660,1,660,1.78,117,13.7,9.25,JL_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
 华能丹东发电厂,1998,,LN,Dandong,1,Dandong power station Unit 1,cogen_conventional_steam_coal,,0,1,226,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,350,1,350,1.78,117,13.7,11.31,LN_Coal,0.4,1,1,0.6,0.6,8,8,0,1,,
