Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,2471,10886.34299,9653.767828,8678.787262,29071.55756,2823.83496,2425.9457
,,,,,2472,9949.60834,9133.856165,7990.309028,27530.51728,2826.27468,2181.04108
,,,,,2473,9667.810819,8491.311883,7491.900257,26492.85852,2807.70948,1920.34948
,,,,,2474,9581.270378,8370.88227,7331.897827,26061.03617,2768.26572,1849.93719
,,,,,2475,9581.270378,8385.812268,7331.897827,25446.90684,2710.38312,1771.4643
,,,,,2476,9581.270378,8236.036427,7331.897827,25183.09119,2679.58044,1747.41029
,,,,,2477,9915.033446,8402.558976,7331.897827,25394.86431,2670.39504,1724.31962
,,,,,2478,11427.09659,8973.186893,8363.598772,26254.19703,2690.253,1742.05294
,,,,,2479,12386.81374,9781.287664,8989.101483,27281.02198,2758.2444,1932.89256
,,,,,2480,12208.63462,9641.0268,9135.523649,26985.23809,2750.04072,1994.96901
,,,,,2481,12629.42996,9568.083275,9740.257595,28161.94944,2884.34196,2167.17095
,,,,,2482,12884.39232,9685.055405,10190.1212,29413.75041,2973.97008,2364.63599
,,,,,2483,13548.7229,10194.76657,11056.81707,29909.67897,3020.46084,2532.13919
,,,,,2484,13369.7791,10319.65592,10104.54528,29173.69787,3052.26468,2793.2928
,,,,,2485,12365.72293,9797.955477,9927.972526,28698.05727,3024.3294,2543.9057
,,,,,2486,12506.42766,9551.145923,10149.51554,29323.12856,3038.58864,2548.14243
,,,,,2487,12484.02044,9820.117676,10048.19036,29396.95428,3073.15296,2594.69731
,,,,,2488,12745.10311,9801.955281,10292.6853,29564.06793,3064.40496,2627.87356
,,,,,2489,14211.79443,10030.7165,10506.51295,29447.16873,3030.7446,2650.0697
,,,,,2490,13775.98258,10870.10844,10313.02582,28678.06606,2993.83776,2640.49528
,,,,,2491,12902.54868,10569.22063,9872.666472,28319.69246,2931.38676,2640.54443
,,,,,2492,13263.3514,10407.92026,10243.94,28783.80842,2915.60148,2597.43988
,,,,,2493,12753.5898,10233.02409,9979.796492,28983.03197,2894.78124,2613.04009
,,,,,2494,11811.60678,10118.97801,9418.966133,30940.3892,2879.0154,2544.92802
,,,,,2495,10849.71094,9407.28009,8612.230777,28934.73453,2811.98628,2417.31496
,,,,,2496,9927.940712,8900.635148,7925.806262,27400.93957,2814.5232,2176.73554
,,,,,2497,9598.24919,8405.670995,7461.842211,26431.20586,2801.9358,1906.4302
,,,,,2498,9516.87525,8286.455159,7293.090289,26000.38729,2764.10556,1835.56573
,,,,,2499,9516.87525,8301.234682,7293.090289,25387.68551,2708.58492,1756.58168
,,,,,2500,9516.87525,8237.486337,7293.090289,25103.02285,2679.04584,1732.37039
,,,,,2501,9838.348919,8317.812604,7293.090289,25335.76396,2664.11592,1700.66864
,,,,,2502,11306.847,8882.689317,8330.058555,26193.09914,2689.281,1726.98355
,,,,,2503,12238.91309,9682.645459,8953.062574,27217.53723,2754.49248,1919.06175
,,,,,2504,12065.86761,9543.798247,9098.899827,26922.44089,2746.629,1981.5314
,,,,,2505,12474.53913,9471.589899,9701.218045,28096.41695,2875.43844,2154.85396
,,,,,2506,12722.1556,9587.383099,10149.28459,29345.3081,2961.41184,2353.58707
,,,,,2507,13367.3457,10091.95703,11041.11992,29840.08386,3006.0072,2522.17157
,,,,,2508,13193.55757,10215.58764,10064.05052,29105.81356,3036.51828,2773.50501
,,,,,2509,12218.42993,9699.145282,9888.183113,28631.2786,3009.72024,2534.01672
,,,,,2510,12355.08073,9454.823254,10108.84113,29254.8969,3023.39628,2538.28294
,,,,,2511,12333.3191,9721.084113,10007.92072,29328.55101,3049.164,2585.14255
,,,,,2512,12586.87954,9703.104773,10251.43897,29495.2762,3048.16284,2618.53506
,,,,,2513,14021.20338,9929.560369,10464.41245,29378.64873,3015.873,2640.86882
,,,,,2514,13588.05765,10695.61862,10271.69824,28611.33385,2980.47276,2631.23542
,,,,,2515,12739.78884,10462.63706,9833.097989,28253.7933,2920.5684,2631.28457
,,,,,2516,13090.19623,10302.96239,10202.88839,28716.83041,2905.42464,2587.90478
,,,,,2517,12595.12171,10129.82895,9939.800058,28915.59087,2885.45976,2603.59346
,,,,,2518,11680.2788,10016.93231,9381.210045,30888.03525,2870.33544,2535.04887
,,,,,2519,10746.09679,9312.407406,8577.697352,28867.40569,2806.04736,2406.61009
,,,,,2520,9850.884305,8810.868802,7894.014893,27337.17607,2808.47736,2164.47753
,,,,,2521,9600.571788,8264.096266,7511.821633,26457.83789,2796.99804,1883.56562
,,,,,2522,9522.472402,8159.01631,7368.924974,26026.58572,2760.21756,1810.87277
,,,,,2523,9522.472402,8161.417719,7368.924974,25413.26728,2706.2424,1729.86374
,,,,,2524,9522.472402,8159.01631,7368.924974,25211.82525,2677.51008,1705.03316
,,,,,2525,9836.15699,8177.716618,7368.924974,25361.29347,2665.35036,1663.95359
,,,,,2526,11277.04331,8733.085896,8365.740817,26219.49152,2687.46336,1699.49887
,,,,,2527,12191.58403,9519.577983,8978.485656,27244.96066,2750.86692,1896.51173
,,,,,2528,12021.79228,9383.067707,9121.921367,26949.56733,2743.227,1960.58367
,,,,,2529,12422.77966,9312.074698,9714.321044,28124.72494,2868.4692,2138.35922
,,,,,2530,12665.74027,9425.918983,10155.00915,29374.87304,2952.0612,2342.21376
,,,,,2531,13298.79905,9922.00043,10979.7909,29870.14678,2995.42212,2515.13329
,,,,,2532,13128.27861,10043.55022,10071.17865,29135.13747,3025.07784,2761.27649
,,,,,2533,12171.48602,9535.800097,9898.207305,28660.1249,2999.01852,2527.27334
,,,,,2534,12305.56741,9295.590252,10115.23169,29284.37085,3012.3252,2531.64769
,,,,,2535,12284.21496,9557.369677,10015.97316,29358.09909,3040.21188,2579.71639
,,,,,2536,12533.00777,9539.692946,10255.48132,29524.99209,3036.40164,2613.96411
,,,,,2537,13946.81695,9762.33707,10464.94771,29408.24723,3005.00604,2636.87784
,,,,,2538,13515.36102,10460.93173,10275.40698,28640.16008,2970.58752,2626.98886
,,,,,2539,12683.04196,10286.44155,9844.029284,28282.25968,2912.34528,2627.03801
,,,,,2540,13026.86074,10129.45437,10207.73024,28745.76282,2897.61948,2582.54743
,,,,,2541,12541.09497,9959.234937,9948.97426,28944.72332,2878.20864,2598.63914
,,,,,2542,11643.45359,9848.238455,9399.582704,30848.1228,2863.50228,2528.33498
,,,,,2543,10726.83674,9155.571403,8609.301677,28896.48965,2800.99296,2396.59332
,,,,,2544,9848.456677,8662.474191,7936.877608,27364.71991,2803.36464,2148.23837
,,,,,2545,9600.474584,8332.281646,7501.639891,26474.73768,2794.1112,1888.54943
,,,,,2546,9522.38052,8214.105947,7363.925425,26043.21036,2758.61376,1818.96286
,,,,,2547,9522.38052,8228.756522,7363.925425,25429.50061,2706.534,1741.42382
,,,,,2548,9522.38052,8205.199446,7363.925425,25349.2691,2678.81256,1717.65488
,,,,,2549,9836.052449,8245.189804,7363.925425,25377.49364,2670.2784,1674.35373
,,,,,2550,11276.8939,8805.138064,8335.735911,26236.23924,2688.4062,1712.36634
,,,,,2551,12191.40614,9598.114723,8934.256286,27262.36265,2749.5936,1900.94506
,,,,,2552,12021.61967,9460.47893,9074.362232,26966.78085,2742.21612,1962.27443
,,,,,2553,12422.59457,9388.900588,9653.009746,28142.68824,2863.0746,2132.45139
,,,,,2554,12665.54761,9503.683511,10083.46757,29393.63397,2943.73116,2327.57689
,,,,,2555,13298.58667,10003.85512,10899.79963,29889.2237,2985.57576,2493.09443
,,,,,2556,13128.07154,10126.40708,10001.58314,29153.74543,3014.20116,2723.28354
,,,,,2557,12171.30875,9614.470588,9832.62721,28678.4298,2989.05552,2504.72332
,,,,,2558,12305.38596,9372.280229,10044.61352,29303.07403,3001.88592,2508.90107
,,,,,2559,12284.03417,9636.218007,9947.659206,29376.84931,3032.66916,2554.9153
,,,,,2560,12532.81924,9618.395533,10181.60735,29543.84879,3025.11672,2587.69835
,,,,,2561,13946.59508,9842.875343,10386.21112,29427.02945,2994.8292,2609.62908
,,,,,2562,13515.14189,10572.33306,10201.07044,28658.45224,2961.61596,2600.17262
,,,,,2563,12682.84876,10371.30103,9779.706896,28300.32349,2905.41492,2600.21194
,,,,,2564,13026.65683,10213.0195,10134.96478,28764.12236,2891.20428,2557.62838
,,,,,2565,12540.90618,10041.39662,9882.215644,28963.2098,2872.47384,2573.03199
,,,,,2566,11643.29276,9929.484979,9345.577846,30765.16628,2858.28264,2505.73581
,,,,,2567,10726.70446,9231.106935,8573.642667,28914.94535,2797.96032,2379.63657
,,,,,2568,9848.351753,8733.94417,7916.828474,27382.19831,2800.24452,2141.89802
,,,,,2569,9601.797073,8422.947461,7375.855239,26339.35188,2789.1054,1885.41366
,,,,,2570,9522.37001,8318.211635,7236.365177,25910.0288,2753.59824,1816.64298
,,,,,2571,9522.37001,8318.296646,7236.365177,25299.45388,2701.48932,1740.0083
,,,,,2572,9522.37001,8318.211635,7236.365177,25240.9263,2673.75816,1716.5146
,,,,,2573,9839.212703,8334.908617,7236.365177,25247.71256,2666.57508,1672.07317
,,,,,2574,11291.29429,8900.94553,8216.743353,26102.0717,2683.36152,1711.28504
,,,,,2575,12212.94073,9702.5447,8820.137516,27122.95367,2744.57808,1897.66184
,,,,,2576,12041.82974,9563.412309,8961.384354,26828.8817,2737.19088,1958.27362
,,,,,2577,12445.93268,9491.055654,9544.743828,27998.78256,2858.09796,2126.45509
,,,,,2578,12690.78102,9607.086681,9978.706896,29243.33846,2938.7934,2319.2902
,,,,,2579,13328.75848,10112.69695,10797.93411,29736.39672,2980.65744,2482.87123
,,,,,2580,13156.91314,10236.58149,9896.155678,29004.67527,3009.29256,2708.12568
,,,,,2581,12192.68656,9719.078412,9725.823929,28531.78755,2984.1372,2494.3625
,,,,,2582,12327.80972,9474.254572,9939.536453,29153.2411,2996.9676,2498.50093
,,,,,2583,12306.29137,9741.062303,9841.792637,29226.63954,3029.40324,2543.96468
,,,,,2584,12557.01722,9723.046035,10077.64583,29392.78598,3020.21784,2576.36436
,,,,,2585,13979.14414,9949.966748,10283.9157,29276.56336,2989.91088,2598.03951
,,,,,2586,13547.00307,10655.84487,10097.26742,28511.91204,2956.68792,2588.69118
,,,,,2587,12708.21714,10484.13832,9672.472681,28155.61261,2900.45772,2588.74033
,,,,,2588,13054.70729,10324.1357,10030.62345,28617.04239,2886.24708,2546.64827
,,,,,2589,12565.16726,10150.64666,9775.816164,28815.1129,2867.4972,2561.87494
,,,,,2590,11660.55147,10037.51814,9234.808492,30593.34449,2853.306,2495.36516
,,,,,2591,10736.81277,9331.546216,8456.587399,28767.09498,2792.96424,2370.74042
,,,,,2592,9851.607955,8828.977502,7794.424728,27242.17721,2795.24844,2135.79359
,,,,,2593,9604.026293,8397.695546,7294.296315,26245.32768,2785.266,1880.56747
,,,,,2594,9521.494855,8293.472612,7158.034988,25817.53543,2750.55588,1810.63685
,,,,,2595,9521.494855,8293.472612,7158.034988,25227.62918,2699.6328,1732.71444
,,,,,2596,9521.494855,8293.472612,7158.034988,25227.62918,2672.53344,1708.82754
,,,,,2597,9845.72183,8309.920458,7158.034988,25227.62918,2668.15944,1663.74716
,,,,,2598,11323.98018,8874.26158,8122.833718,26008.89356,2681.92296,1703.50951
,,,,,2599,12262.24119,9673.45924,8717.365409,27026.13541,2741.73984,1893.02208
,,,,,2600,12088.04558,9534.743676,8856.537656,26733.112,2734.5276,1954.65618
,,,,,2601,12499.43331,9462.603794,9431.328923,27898.84138,2852.68392,2125.66869
,,,,,2602,12748.69554,9578.287203,9858.918072,29138.9596,2931.552,2321.7477
,,,,,2603,13398.17386,10082.38272,10672.88076,29630.25977,2972.46348,2488.09096
,,,,,2604,13223.23066,10205.89611,9777.579342,28901.14741,3000.43764,2717.28724
,,,,,2605,12241.6219,9689.943419,9609.749374,28429.94585,2975.85576,2499.77883
,,,,,2606,12379.18094,9445.853046,9820.322953,29049.1835,2988.40428,2503.97624
,,,,,2607,12357.27467,9711.861449,9724.014769,29122.32022,3023.3088,2550.21656
,,,,,2608,12612.52038,9693.899155,9956.403826,29287.87424,3011.11992,2583.15689
,,,,,2609,14054.0958,9920.140036,10159.64406,29172.06603,2981.50308,2605.19575
,,,,,2610,13620.35276,10623.88037,9975.737214,28410.1412,2949.02856,2595.69014
,,,,,2611,12766.44599,10452.71129,9557.181733,28055.11222,2894.0814,2595.73929
,,,,,2612,13119.18233,10293.18802,9910.072093,28514.8967,2880.19152,2552.93947
,,,,,2613,12620.81733,10120.21874,9659.007338,28712.26095,2861.86932,2568.42172
,,,,,2614,11699.89398,10007.42914,9125.945824,30347.11754,2848.0086,2500.79132
,,,,,2615,10759.50299,9303.57223,8359.155007,28664.41425,2789.02764,2374.07279
,,,,,2616,9858.340531,8802.509162,7706.717982,27144.93383,2791.26324,2135.16447
,,,,,2617,9631.897108,8358.870034,7290.199155,26050.79201,2779.8714,1881.08846
,,,,,2618,9547.461369,8255.539096,7159.243048,25626.16703,2745.8514,1809.93892
,,,,,2619,9547.461369,8255.539096,7159.243048,25035.935,2695.9392,1730.65997
,,,,,2620,9547.461369,8255.539096,7159.243048,25035.935,2669.36472,1706.35038
,,,,,2621,9876.218048,8271.500477,7159.243048,25035.935,2666.27376,1665.04472
,,,,,2622,11370.53389,8833.234277,8098.442783,25816.10839,2678.56956,1700.94388
,,,,,2623,12318.9867,9628.739549,8678.412316,26825.81883,2737.21032,1893.75933
,,,,,2624,12142.8989,9490.664867,8814.175749,26534.96489,2730.14388,1956.4649
,,,,,2625,12558.7553,9418.85828,9374.88837,27692.0635,2845.9674,2130.46573
,,,,,2626,12810.72513,9534.007218,9792.004367,28923.00018,2923.27056,2329.97541
,,,,,2627,13467.25837,10035.77375,10597.31677,29410.66289,2963.37528,2499.20869
,,,,,2628,13290.41486,10158.7165,9712.657906,28686.94869,2990.80512,2738.60851
,,,,,2629,12298.14343,9645.147568,9548.93868,28219.2358,2966.69952,2511.10299
,,,,,2630,12437.1967,9402.184922,9754.354577,28833.88876,2979.00504,2515.37904
,,,,,2631,12415.05248,9666.964335,9660.405317,28906.484,3014.64828,2562.42542
,,,,,2632,12673.07077,9649.085029,9887.102354,29070.81229,3001.27356,2595.93589
,,,,,2633,14126.57641,9874.280651,10085.36453,28955.8615,2972.23992,2618.35812
,,,,,2634,13691.85067,10574.38773,9905.9622,28199.57778,2940.40692,2608.69523
,,,,,2635,12828.66839,10404.39136,9497.658605,27847.17735,2886.53868,2608.73455
,,,,,2636,13185.23631,10245.6051,9841.905447,28303.55769,2872.93068,2565.18765
,,,,,2637,12681.45785,10073.43496,9596.990145,28499.4607,2854.96812,2580.94514
,,,,,2638,11750.53103,9961.166464,9076.985169,30139.04961,2841.36984,2512.13514
,,,,,2639,10799.9251,9260.561461,8328.975738,28451.96825,2783.565,2383.19503
,,,,,2640,9888.973819,8761.813363,7692.519174,26943.7377,2785.752,2140.12862
,,,,,2641,9674.578838,8375.673426,7271.549639,25956.14424,2772.5814,1894.61454
,,,,,2642,9591.009248,8276.612263,7139.268961,25533.06024,2738.9988,1824.19242
,,,,,2643,9591.009248,8276.612263,7139.268961,24931.35841,2689.72812,1745.7097
,,,,,2644,9591.009248,8276.612263,7139.268961,24868.22419,2663.50356,1721.64586
,,,,,2645,9917.705644,8289.423967,7139.268961,24880.36901,2656.60236,1686.01211
,,,,,2646,11404.71793,8843.95621,8084.86008,25722.3123,2672.59176,1716.29834
,,,,,2647,12348.53512,9629.262921,8668.465395,26728.35846,2730.47436,1907.16745
,,,,,2648,12173.30795,9492.958389,8805.079917,26438.56005,2723.48568,1969.2439
,,,,,2649,12587.13183,9422.072378,9369.307599,27591.4595,2837.81232,2141.47533
,,,,,2650,12837.87015,9535.745081,9789.038462,28817.92908,2914.11432,2338.96003
,,,,,2651,13491.19453,10031.07885,10596.51061,29303.82204,2953.69416,2506.49272
,,,,,2652,13315.21535,10152.44545,9709.194584,28582.73423,2980.77408,2750.61094
,,,,,2653,12327.79372,9645.460586,9544.449016,28116.71868,2956.98924,2518.25923
,,,,,2654,12466.16735,9405.612777,9751.152649,28729.14105,2969.12952,2522.49596
,,,,,2655,12444.13136,9666.997656,9656.614428,28801.47283,2999.65032,2569.06067
,,,,,2656,12700.88858,9649.347567,9884.73261,28965.20478,2991.10644,2602.23692
,,,,,2657,14148.9679,9871.656129,10084.23767,28850.67114,2962.45188,2624.43306
,,,,,2658,13714.68913,10557.4752,9903.710687,28097.132,2931.02712,2614.85864
,,,,,2659,12855.7257,10394.9707,9492.84747,27746.01044,2877.85872,2614.90779
,,,,,2660,13210.55088,10238.22012,9839.252367,28200.73456,2864.42568,2571.80324
,,,,,2661,12709.23467,10068.25724,9592.801712,28395.92664,2846.70612,2587.39362
,,,,,2662,11782.85781,9957.428047,9069.536868,30162.64449,2833.2828,2519.28155
,,,,,2663,10836.89802,9265.804961,8316.838227,28348.60654,2776.2264,2391.64883
,,,,,2664,9930.399071,8773.450929,7676.39177,26845.8494,2778.38424,2151.03992
,,,,,2665,9771.419175,8447.304801,7241.742815,26014.8922,2756.349,1905.98785
,,,,,2666,9688.956911,8345.686861,7105.576491,25590.85171,2718.51876,1835.80165
,,,,,2667,9688.956911,8345.686861,7105.576491,24987.78958,2663.01756,1757.604
,,,,,2668,9688.956911,8345.686861,7105.576491,24817.38324,2633.46876,1733.62863
,,,,,2669,10013.01935,8359.24198,7105.576491,24936.68491,2617.80984,1703.62747
,,,,,2670,11490.69442,8925.433055,8069.916809,25780.53162,2643.70392,1728.29094
,,,,,2671,12428.58522,9727.250544,8664.18773,26788.8522,2708.9154,1918.48178
,,,,,2672,12254.45833,9588.08026,8803.298933,26498.39862,2701.05192,1980.34197
,,,,,2673,12665.68374,9515.703898,9377.838088,27653.90449,2829.8322,2151.97377
,,,,,2674,12914.84762,9631.766526,9805.23969,28883.1468,2915.78616,2348.77037
,,,,,2675,13564.06967,10137.5145,10619.04747,29370.13825,2960.38152,2515.70343
,,,,,2676,13389.1955,10261.43278,9723.936635,28647.42024,2990.88288,2766.46673
,,,,,2677,12407.97406,9743.788759,9556.18028,28180.35114,2964.08484,2527.43062
,,,,,2678,12545.47882,9498.89824,9766.661499,28794.15805,2977.76088,2531.65752
,,,,,2679,12523.58119,9765.778638,9670.395557,28866.65336,3002.62464,2578.05512
,,,,,2680,12778.72619,9747.757462,9902.682685,29030.75546,3002.51772,2611.11341
,,,,,2681,14219.86826,9974.739978,10105.83378,28915.96289,2970.2376,2633.24074
,,,,,2682,13786.16091,10673.43374,9922.007593,28160.72019,2934.84708,2623.69581
,,,,,2683,12932.59106,10509.05704,9503.635697,27808.80483,2874.95244,2623.74496
,,,,,2684,13285.18823,10349.01084,9856.371273,28264.55697,2859.8184,2580.78786
,,,,,2685,12787.01987,10175.47455,9605.416639,28460.19032,2839.85352,2596.32909
,,,,,2686,11866.45989,10062.31522,9072.588935,30319.6469,2824.7292,2528.45294
,,,,,2687,10926.43995,9356.151016,8306.134444,28412.76325,2760.45084,2401.2724
,,,,,2688,10025.63307,8853.445427,7653.983588,26906.60876,2762.89056,2161.49904
,,,,,2689,9845.889254,8521.218727,7303.988889,26145.83441,2741.82732,1915.49346
,,,,,2690,9765.512989,8401.63844,7161.841914,25719.66203,2699.4384,1845.56284
,,,,,2691,9765.512989,8415.347794,7161.841914,25113.56796,2637.24012,1767.64043
,,,,,2692,9765.512989,8401.63844,7161.841914,25015.02083,2604.1338,1743.75353
,,,,,2693,10084.61352,8432.153443,7161.841914,25062.20636,2587.464,1716.30817
,,,,,2694,11544.69899,9004.789751,8153.918211,25910.29557,2615.59368,1738.4355
,,,,,2695,12471.42554,9815.734726,8763.800053,26923.68555,2688.66864,1927.94807
,,,,,2696,12299.37139,9674.980198,8906.565573,26631.7717,2679.86232,1989.58217
,,,,,2697,12705.70174,9601.77994,9496.197314,27793.08695,2824.1946,2160.59468
,,,,,2698,12951.89969,9719.163766,9934.826342,29028.50937,2920.5198,2356.68352
,,,,,2699,13593.39368,10230.66892,10758.71592,29517.9492,2970.49032,2523.02678
,,,,,2700,13420.60113,10355.99783,9851.387535,28791.59767,3004.67556,2776.22792
,,,,,2701,12451.05972,9832.461203,9679.224383,28322.18036,2974.64076,2534.71465
,,,,,2702,12586.92769,9584.782974,9895.234739,28939.07321,2989.9692,2538.91206
,,,,,2703,12565.29072,9854.701404,9796.439984,29011.933,3018.90564,2585.15238
,,,,,2704,12817.39858,9836.475085,10034.82907,29176.86014,3017.7198,2618.09271
,,,,,2705,14245.47213,10066.04146,10243.31674,29061.49044,2981.54196,2640.13157
,,,,,2706,13812.84123,10800.03551,10054.66162,28302.4507,2941.87464,2630.62596
,,,,,2707,12969.43192,10606.44091,9625.299504,27948.76607,2874.74832,2630.67511
,,,,,2708,13317.83192,10444.57282,9987.301102,28406.80953,2857.78692,2587.87529
,,,,,2709,12825.59354,10269.06109,9729.754133,28603.42645,2835.41148,2603.35754
,,,,,2710,11915.99151,10154.61361,9182.929561,30407.60085,2818.46952,2535.72714
,,,,,2711,10987.16116,9440.410789,8396.341054,28555.76093,2746.4346,2408.99878
,,,,,2712,10097.07709,8931.982652,7727.058827,27042.03414,2749.16592,2170.09046
,,,,,2713,10045.7551,8524.023163,7427.566422,26131.07371,2742.0606,1928.81311
,,,,,2714,9972.742465,8406.568671,7293.557365,25705.14164,2701.51848,1860.39631
,,,,,2715,9972.742465,8418.11741,7293.557365,25117.58469,2642.02236,1784.15483
,,,,,2716,9972.742465,8406.568671,7293.557365,25117.58469,2610.3546,1760.77909
,,,,,2717,10274.32736,8434.928587,7293.557365,25117.58469,2599.82784,1732.52767
,,,,,2718,11672.32113,9007.753227,8247.488336,25895.66768,2621.31876,1755.57902
,,,,,2719,12559.63764,9818.964909,8835.83783,26908.48621,2691.21528,1941.00231
,,,,,2720,12394.90027,9678.164089,8973.562904,26616.73697,2682.78804,2001.30936
,,,,,2721,12783.951,9604.939756,9542.377243,27777.39735,2820.83148,2168.62579
,,,,,2722,13019.67911,9722.362189,9965.520136,29012.1231,2912.96736,2360.48773
,,,,,2723,13633.89288,10234.03557,10775.81044,29501.28694,2960.77032,2523.23321
,,,,,2724,13468.44852,10359.40569,9885.0272,28775.345,2993.45868,2769.07168
,,,,,2725,12540.1379,9835.696887,9718.942401,28306.19239,2964.73608,2534.6655
,,,,,2726,12670.22794,9587.937201,9927.326346,28922.73738,2979.39384,2538.78427
,,,,,2727,12649.51111,9857.944403,9832.019615,28995.55608,3013.61796,2584.02193
,,,,,2728,12890.89781,9839.712089,10061.99219,29160.39021,3005.93916,2616.2545
,,,,,2729,14272.83917,10069.35396,10263.11905,29045.08558,2971.33596,2637.81169
,,,,,2730,13844.00819,10800.15285,10081.12454,28286.47387,2933.3988,2628.51251
,,,,,2731,13036.46576,10609.93114,9666.921381,27932.98867,2869.1982,2628.56166
,,,,,2732,13370.04968,10448.00982,10016.14223,28390.77384,2852.97552,2586.68586
,,,,,2733,12898.74427,10272.44036,9767.68816,28587.27989,2831.57208,2601.83389
,,,,,2734,12027.82404,10157.95524,9240.169649,30218.48533,2815.36884,2535.65833
,,,,,2735,11138.4932,9443.517533,8481.352254,28539.64124,2746.46376,2411.67254
,,,,,2736,10286.26091,8934.922182,7835.69955,27026.76806,2749.06872,2177.91514
,,,,,2737,10112.74187,8456.583394,7443.461703,26063.25199,2748.95208,1926.69966
,,,,,2738,10040.90072,8336.645983,7312.714136,25638.42414,2710.55808,1857.27037
,,,,,2739,10040.90072,8351.514962,7312.714136,25034.24225,2654.20152,1779.90827
,,,,,2740,10040.90072,8266.599466,7312.714136,25022.4219,2624.21532,1756.18848
,,,,,2741,10339.78315,8368.193224,7312.714136,25022.4219,2618.18892,1723.09087
,,,,,2742,11728.41315,8936.488954,8250.907616,25828.45625,2634.606,1750.90977
,,,,,2743,12609.7864,9741.286972,8830.304735,26838.64907,2700.7992,1939.0658
,,,,,2744,12446.15245,9601.599362,8965.934172,26547.65618,2692.81908,2000.25755
,,,,,2745,12832.59731,9528.953961,9526.093385,27705.30758,2823.5628,2170.04131
,,,,,2746,13066.74651,9645.44802,9942.797699,28936.83234,2910.81924,2364.72446
,,,,,2747,13676.84628,10153.07597,10747.77007,29424.72803,2956.095,2529.86846
,,,,,2748,13512.51006,10277.45488,9863.529551,28700.66808,2987.0532,2773.28875
,,,,,2749,12590.41728,9757.886663,9699.971912,28232.73174,2959.85664,2541.46786
,,,,,2750,12719.63597,9512.085833,9905.185069,28847.67835,2973.7368,2545.64561
,,,,,2751,12699.0579,9779.958284,9811.328534,28920.30827,3010.90608,2591.55171
,,,,,2752,12938.82779,9761.870119,10037.80183,29084.71507,2998.87272,2624.25612
,,,,,2753,14313.81523,9989.696378,10235.86832,28969.70936,2966.09688,2646.1377
,,,,,2754,13885.55423,10775.89014,10056.64306,28213.06433,2930.17176,2636.7009
,,,,,2755,13083.42073,10525.99961,9648.742449,27860.49554,2869.36344,2636.75005
,,,,,2756,13414.7703,10365.35848,9992.649528,28317.09391,2853.99612,2594.25496
,,,,,2757,12946.62169,10191.17713,9747.975951,28513.09052,2833.72992,2609.62908
,,,,,2758,12081.5349,10077.59715,9228.484207,30207.66552,2818.38204,2542.48035
,,,,,2759,11198.1608,9368.807988,8481.213041,28465.57538,2753.12196,2416.66618
,,,,,2760,10351.63677,8864.233732,7845.384643,26956.62428,2755.59084,2179.46828
,,,,,2761,10019.05516,8508.042128,7444.128332,26169.98408,2745.64728,1912.38718
,,,,,2762,9939.036032,8387.375398,7313.580128,25743.41851,2707.66152,1840.12685
,,,,,2763,9939.036032,8402.334793,7313.580128,25136.76526,2651.93676,1759.59949
,,,,,2764,9939.036032,8278.340152,7313.580128,25127.40373,2622.28104,1734.90653
,,,,,2765,10257.28706,8419.114473,7313.580128,25127.40373,2618.83044,1698.85992
,,,,,2766,11714.36109,8990.865908,8250.811632,25934.22793,2632.55508,1729.41156
,,,,,2767,12639.17626,9800.55776,8829.661525,26948.55286,2698.01928,1925.26448
,,,,,2768,12467.47697,9660.020735,8965.162863,26656.36969,2690.12664,1988.96288
,,,,,2769,12872.96927,9586.93359,9524.793019,27818.75637,2819.42208,2165.69645
,,,,,2770,13118.65943,9704.136028,9941.103766,29055.31858,2905.72596,2368.3419
,,,,,2771,13758.83033,10214.85077,10745.75107,29545.20997,2950.49628,2540.24894
,,,,,2772,13586.39417,10339.98601,9861.910485,28818.18831,2981.11428,2791.45459
,,,,,2773,12618.85245,9817.258391,9698.507322,28348.33791,2954.20932,2552.32018
,,,,,2774,12754.44019,9569.96289,9903.52666,28965.79991,2967.94368,2556.66504
,,,,,2775,12732.84785,9839.464225,9809.758771,29038.72692,3007.73736,2604.44867
,,,,,2776,12984.43573,9821.26607,10036.01817,29203.80622,2992.80744,2638.49979
,,,,,2777,14410.27188,10050.4777,10233.89759,29088.33008,2960.39124,2661.2759
,,,,,2778,13977.82528,10870.86434,10054.8416,28328.59006,2924.85492,2651.4459
,,,,,2779,13136.1555,10590.0421,9647.326244,27974.57911,2864.727,2651.49505
,,,,,2780,13483.83692,10428.42414,9990.908511,28433.04517,2849.52492,2607.26988
,,,,,2781,12992.61379,10253.18362,9746.466023,28629.84348,2829.48228,2623.27312
,,,,,2782,12084.88782,10138.91299,9227.464926,30324.38427,2814.29964,2553.37199
,,,,,2783,11157.97319,9425.813797,8480.899539,28582.13398,2749.76856,2422.4069
,,,,,2784,10269.72493,8918.171315,7845.671666,27067.01064,2752.20828,2175.50679
,,,,,2785,9959.635363,8690.776171,7439.017543,26040.45884,2740.27212,1906.71527
,,,,,2786,9871.737877,8567.519575,7313.862225,25616.0021,2702.85984,1833.93395
